CCNA_00175 	x	6.6995936915	11.6948596137	x	x	x	x
CCNA_00176 	x	5.8469676457	14.0229260696	x	x	x	x
CCNA_00177 	x	x	x	x	x	x	x
CCNA_00178 	x	x	7.7559433249	x	x	x	x
CCNA_00179 	x	3.6370038668	6.8042298234	x	x	x	x
CCNA_00180 	7.5253734941	4.907716966	10.1295898821	9.4537507904	x	x	x
CCNA_00181 	x	x	9.944957755	x	x	x	x
CCNA_00182 	x	4.9475443663	7.6031702166	x	x	x	x
CCNA_00183 	14.3801401421	3.9041789633	x	x	x	x	x
CCNA_00184 	x	x	x	x	x	x	x
CCNA_00185 	10.0108716235	5.4081353059	x	4.8185367845	1.8706503182	x	x
CCNA_00186 	14.9914453847	9.0740554117	x	x	x	x	x
CCNA_00187 	15.5270397106	6.0198909032	x	x	x	x	x
CCNA_00188 	34.6073309127	12.8289085493	x	x	x	x	x
CCNA_00189 	170.355092373	34.5824111307	18.0928441964	x	x	x	x
CCNA_00190 	78.4859592795	21.5906217358	x	x	x	x	x
CCNA_00191 	17.1616224509	7.5621384953	x	x	x	x	x
CCNA_00192 	12.5665628892	7.6581508227	x	x	x	x	x
CCNA_00193 	100.507345373	90.7009344666	49.4979076096	137.158467267	8.4379463392	x	x
CCNA_00194 	97.480074144	71.1364080385	21.4222732392	91.9057111763	49.8873903802	x	x
CCNA_00195 	143.990613791	129.871989627	33.349412612	30.0167895911	x	x	x
CCNA_00196 	116.749527219	44.7480538745	6.1954990471	9.9082522973	x	x	x
CCNA_00197 	560.405743844	429.73229696	111.55712961	129.424012975	x	x	x
CCNA_00198 	709.587241714	417.241247997	101.805601463	113.496318852	7.955931031	x	x
CCNA_00199 	62.0622414792	33.8562124881	13.6390511055	x	x	x	x
CCNA_00200 	66.4328465648	27.1931444883	10.2945380882	17.0790717246	x	x	x
CCNA_00201 	85.2252646997	70.7480068119	158.373452249	117.977754383	28.1439435237	14.0858490555	x
CCNA_00202 	29.3652041423	10.452396589	x	x	x	x	x
CCNA_00203 	25.9443275284	9.8451745528	4.3220284533	x	x	x	x
CCNA_00204 	20.8372514731	12.8639007989	8.7985759861	13.2004398202	2.698885336	x	x
CCNA_00205 	37.935807391	6.2938280229	x	x	x	x	x
CCNA_03916 	x	x	x	x	x	x	x
CCNA_00206 	44.7196399428	21.0840468596	19.6686051825	14.4587916058	x	x	x
CCNA_00207 	43.5221129686	33.0694453042	44.4332231095	26.9885747285	6.7335461519	x	x
CCNA_00208 	x	x	x	x	x	x	x
CCNA_00209 	27.3205162664	13.9391896365	x	x	x	x	x
CCNA_00210 	221.191439486	177.617378936	307.73298893	218.807580698	36.885139393	8.8284044037	x
CCNA_00211 	51.1218336501	24.9084142516	18.2551369529	x	x	x	x
CCNA_00212 	57.2285194792	49.5223415409	56.2520640093	23.3843782236	x	x	x
CCNA_00213 	27.5635368438	26.7956067203	32.969591701	x	x	x	x
CCNA_00214 	532.259997308	407.04972074	319.406106771	120.106300062	8.6813883118	4.5919638323	x
CCNA_00215 	534.567856034	497.911159507	1084.32852842	360.430029329	14.8820334261	4.131213485	x
CCNA_00216 	33.8144097348	x	x	x	x	x	x
CCNA_00217 	20.8614242686	17.220572127	13.6876539495	4.5094990874	x	x	x
CCNA_00218 	64.0489910683	16.3136750024	x	x	x	x	x
CCNA_00220 	44.0737653388	29.087498374	41.8608750726	36.1359147419	9.1533388327	7.5538437543	x
CCNA_00221 	29.9525437139	x	x	x	x	x	x
CCNA_00222 	23.1338998643	13.3400046588	12.4753219291	x	x	x	x
CCNA_00223 	11.431696005	16.2933032315	16.7478853787	x	x	x	x
CCNA_00224 	15.0739166612	9.1082578737	2.9706812684	4.7410381604	x	x	x
CCNA_00225 	x	x	x	x	x	x	x
CCNA_00226 	x	x	x	x	x	x	x
CCNA_00227 	30.4993804955	19.8866131298	x	x	x	x	x
CCNA_00228 	43.4277329479	9.0263962206	x	x	x	x	x
CCNA_00229 	15.0332913725	4.4582628045	x	x	x	x	x
CCNA_00230 	29.8799608131	10.8918684772	x	x	x	x	x
CCNA_00231 	x	x	x	x	x	x	x
CCNA_00232 	31.1225649527	x	x	x	x	x	x
CCNA_00233 	38.4955416066	17.1353375013	6.9234296065	x	x	x	x
CCNA_00234 	30.6932881948	22.6081864671	18.7039507203	x	x	x	x
CCNA_00235 	x	13.5049099593	x	x	x	x	x
CCNA_00236 	57.6741641967	22.3561629897	x	x	x	x	x
CCNA_00237 	224.764996598	84.0475301571	40.3968779039	x	x	x	x
CCNA_00238 	65.1500504675	57.3142627495	55.0899405482	x	x	x	x
CCNA_00239 	20.5981250598	25.5401257118	50.7192845506	x	x	x	x
CCNA_00240 	149.965100622	45.765079488	27.1389019162	x	x	x	x
CCNA_00241 	83.1640995654	19.3194201687	x	x	x	x	x
CCNA_03917 	103.741883176	52.1916823502	x	x	x	x	x
CCNA_00243 	47.6333872787	23.1128677406	x	32.9581332947	16.1647882615	x	x
CCNA_00244 	x	x	x	x	x	x	x
CCNA_00245 	x	14.0828557268	x	x	x	x	x
CCNA_00246 	15.3149073034	10.9905220198	5.3267811941	x	x	x	x
CCNA_00247 	67.2419818317	38.2617356464	9.6319088155	x	x	x	x
CCNA_00248 	36.0005506433	12.7332008188	x	x	x	x	x
CCNA_00249 	67.9220465151	17.334529146	8.9594517718	x	x	x	x
CCNA_00250 	64.8521819844	36.4458057083	13.1286050871	x	x	x	x
CCNA_00251 	35.7995038148	17.5620178192	9.2174128622	x	x	x	x
CCNA_00252 	53.4466815633	35.8375694798	2.8565340157	x	x	x	x
CCNA_00253 	135.239279835	79.4237053468	83.8852672064	44.38280173	7.4466465355	x	x
CCNA_00254 	23.4101100964	20.080002144	18.018528781	x	x	x	x
CCNA_00255 	45.251924639	45.4445950384	6.9490834705	x	x	x	x
CCNA_00256 	77.1559575662	11.2123834382	x	x	x	x	x
CCNA_00257 	499.844736989	344.377817865	148.604789306	361.352370452	34.0153546579	4.6806559686	x
CCNA_00259 	x	6.1159830585	x	x	x	x	x
CCNA_00260 	x	5.2471981396	x	x	x	x	x
CCNA_00261 	149.697505497	58.3961111377	44.2517247757	22.2367907549	6.714909191	3.7214131946	x
CCNA_00262 	14.1404401707	15.1358398936	18.7289101208	x	x	x	x
CCNA_00263 	44.1939017564	13.1331926054	10.2827406804	x	x	x	x
CCNA_00264 	84.876496827	49.3842446883	10.0745940759	12.7445587091	x	x	x
CCNA_00265 	64.2388332214	22.5165187477	19.6427735062	8.6293109003	x	x	x
CCNA_00266 	x	3.3690949103	x	x	5.196757454	x	x
CCNA_00267 	57.0005501123	23.0730497956	9.3066204028	x	x	x	x
CCNA_00268 	49.6324803627	25.5329159565	11.5795762221	x	x	x	x
CCNA_00269 	133.517560457	132.50725893	229.975384795	112.099175717	30.4463485265	x	x
CCNA_00270 	27.6513723738	35.3067285673	82.5662771754	x	x	x	x
CCNA_00271 	236.266288827	205.239092145	309.357975358	216.371024969	95.9037179649	63.4275074431	x
CCNA_00272 	23.7952123928	13.2534608988	17.5665964421	8.5540476156	x	x	x
CCNA_00273 	169.514294001	48.4725175124	22.2606712743	x	x	x	x
CCNA_00274 	x	x	x	x	x	x	x
CCNA_00275 	x	x	x	x	x	x	x
CCNA_00276 	x	x	x	x	x	x	x
CCNA_00277 	64.3097466938	20.2931869813	8.501795782	x	x	x	x
CCNA_00278 	24.9624879145	21.5502681082	5.659978131	x	x	x	x
CCNA_00279 	x	x	9.2268980934	x	x	x	x
CCNA_00280 	28.6272545153	27.376140077	x	x	x	x	x
CCNA_00281 	36.618548088	9.5638276627	x	x	x	x	x
CCNA_00282 	52.4601811997	29.6006599201	48.7163141433	48.0991929592	x	x	x
CCNA_00283 	84.0550513917	72.4167577873	39.9987742761	88.2004968566	x	x	x
CCNA_00284 	78.3401649279	60.7447569426	9.8472529069	21.7264381802	8.9397879156	x	x
CCNA_00285 	141.651936765	40.4453981571	4.9202515283	x	x	x	x
CCNA_00286 	52.1621695818	26.8215586613	x	x	x	x	x
CCNA_00287 	48.9149277118	35.6455232269	4.9934598011	11.0007281925	x	x	x
CCNA_00288 	97.5622972162	53.4868509866	23.8419854714	79.3770965926	15.9925505904	3.1630123925	x
CCNA_00289 	160.96724454	60.8223612313	31.4950396	72.8229908762	x	x	x
CCNA_00290 	210.634381726	151.181886862	47.284706724	54.0492678401	9.1514377076	4.2671285646	x
CCNA_00291 	34.9653612109	18.1705094587	3.624228421	x	x	x	x
CCNA_00292 	30.8691828236	16.5068870994	11.9473665554	x	x	x	x
CCNA_00293 	33.4445978371	32.0756652643	46.6069101276	9.3952165104	x	x	x
CCNA_00294 	36.8492320129	30.9949786548	49.406163915	23.9940033301	x	x	x
CCNA_00295 	30.2916018918	34.6780146799	60.8826864644	29.9444948185	x	x	x
CCNA_00296 	31.8507284597	26.3387778164	53.0158224831	44.7793821597	x	x	x
CCNA_00297 	10.9708035817	4.2668775744	x	x	x	x	x
CCNA_00298 	x	x	x	x	6.1104683745	x	x
CCNA_00299 	56.4625681954	21.2868926693	7.3177732798	x	3.9354195087	x	x
CCNA_00300 	x	x	x	x	x	x	x
CCNA_00301 	12.1082419762	x	x	x	x	x	x
CCNA_00302 	21.8820294869	14.272957891	12.7923994996	x	x	x	x
CCNA_00303 	19.5916009198	14.8088749879	5.014286545	15.480356896	x	x	x
CCNA_00304 	27.8811388457	20.4920596275	5.1279743016	9.9742555859	x	x	x
CCNA_00305 	38.6454780979	23.244661157	10.2373233424	9.4589493053	x	x	x
CCNA_00306 	33.2905229602	30.7717875004	8.0777791508	x	x	x	x
CCNA_00307 	29.4226646493	12.5994159754	x	x	x	x	x
CCNA_00308 	24.1046661317	4.3818707271	x	x	x	x	x
CCNA_00309 	201.759198917	160.128372793	85.6689107669	144.415541337	29.0100296316	x	x
CCNA_00310 	37.7907347773	30.6584259865	8.001073843	x	x	x	x
CCNA_00311 	47.3625066305	21.2060569609	3.0823640665	x	x	x	x
CCNA_00312 	71.107724699	31.3465203353	10.6244885343	x	x	x	x
CCNA_00313 	27.7250040986	19.1495158884	7.9371166395	17.1501066827	x	x	x
CCNA_00314 	34.8118659654	23.9392083882	16.7865244376	28.0025696676	8.7968811878	x	x
CCNA_00315 	38.1042783463	36.7704244604	13.6224457306	10.4440366661	x	x	x
CCNA_00316 	37.2743500564	31.3164640954	5.1530037064	19.6314572701	16.7475781183	3.2600376357	x
CCNA_00317 	72.7196057578	29.6957660796	x	x	x	x	x
CCNA_00318 	89.6819449495	39.7391210282	20.5674308802	x	x	x	x
CCNA_00319 	20.8206706304	15.5436075806	x	x	x	x	x
CCNA_00320 	1622.67070462	1226.83437114	297.695594161	144.876574297	16.6508500797	x	x
CCNA_00321 	1388.37431316	647.580099895	115.970437469	65.7066552732	17.2363486385	10.8189045605	x
CCNA_00322 	222.497240792	16.3505697196	8.5293691737	x	x	x	x
CCNA_00323 	96.2439348541	43.2297272031	31.069607309	15.7699876035	x	x	x
CCNA_00324 	1439.33935033	705.71887138	233.589252283	158.560304841	9.9574595316	x	x
CCNA_00326 	60.9945349441	23.3864776659	18.0597603357	9.2195118369	5.2132826438	x	x
CCNA_00327 	x	7.3362135789	x	x	x	x	x
CCNA_00328 	27.0679630496	7.960915997	x	x	x	x	x
CCNA_00329 	21.0945435029	10.1135169333	7.4865448404	x	x	x	x
CCNA_00330 	x	x	x	x	x	x	x
CCNA_00331 	10.3702779564	x	x	x	x	x	x
CCNA_00332 	x	x	x	x	x	x	x
CCNA_00333 	18.4509661285	7.0470230557	x	13.3327295967	10.1427965957	x	x
CCNA_00334 	x	x	x	x	x	x	x
CCNA_00335 	x	x	x	x	x	x	x
CCNA_00336 	x	x	x	x	5.7809047448	x	x
CCNA_00337 	30.8261595722	7.6449788231	x	x	x	x	x
CCNA_00338 	52.5008030215	39.3831371479	58.7146162124	33.60808406	6.2896153422	x	x
CCNA_00339 	12.2976700421	10.2463018045	16.9663800565	10.2564967473	x	x	x
CCNA_00340 	420.870919264	186.705141922	183.390329404	67.2269271465	x	x	x
CCNA_00341 	406.947151819	389.805617652	421.61520903	114.192831895	9.9494137498	4.1783061552	x
CCNA_00342 	188.619059414	174.551636137	291.648724324	122.417443611	5.5519522083	1.5846382108	x
CCNA_00343 	207.464136856	193.260214924	454.831435481	359.911577843	24.7414490129	5.078782956	x
CCNA_00344 	22.6532296568	26.3452023148	49.1114686139	27.9407003975	x	x	x
CCNA_00345 	17.9480040727	4.9385394255	x	x	x	x	x
CCNA_00346 	221.507975212	145.493143971	196.339985971	108.360610424	13.7280852787	2.4594339621	x
CCNA_00347 	x	28.7276769655	27.3273364307	x	x	x	x
CCNA_00348 	49.5557832364	27.4128044818	3.190529133	4.7455400419	x	x	x
CCNA_00349 	21.4164237728	12.3774170558	x	x	x	x	x
CCNA_00350 	55.9857456937	10.5029701324	x	x	x	x	x
CCNA_00351 	16.2768975972	10.7179915682	4.1293761597	x	x	x	x
CCNA_00352 	286.602060766	150.69034267	49.1000574264	93.0256841782	7.0504489182	x	x
CCNA_00353 	23.2464183246	13.7878844473	4.4712917926	x	x	x	x
CCNA_00354 	320.251968965	31.0329342119	17.5201929031	x	x	x	x
CCNA_00355 	39.5238943068	16.6264381209	x	x	x	x	x
CCNA_00356 	29.6560566565	18.8459577161	10.7398601375	x	x	x	x
CCNA_00357 	26.354530258	15.8956233606	8.5144263405	x	x	x	x
CCNA_00358 	20.4312918095	8.0389244883	x	x	x	x	x
CCNA_00359 	45.446345668	25.9514291372	41.7746456329	29.5773970207	11.1376656824	8.0905755066	x
CCNA_00360 	13.8544537403	11.748221153	9.6626252465	x	x	x	x
CCNA_00361 	13.0205531456	5.7317159075	x	x	x	x	x
CCNA_00362 	45.1269552501	7.0683906211	x	x	x	x	x
CCNA_00363 	11.9173297315	x	x	x	x	x	x
CCNA_00364 	124.826222034	113.12332467	67.1414944986	185.588267636	24.8630925089	3.3762546995	x
CCNA_00365 	203.834613534	87.2245391215	5.2639553995	x	x	x	x
CCNA_00366 	59.0122954028	18.5656531993	6.3594289053	x	x	x	x
CCNA_00367 	56.840430821	53.9030871435	44.5669940994	10.7572364648	x	x	x
CCNA_00368 	75.0373621166	62.3986983445	98.9039530737	30.4715894334	x	x	x
CCNA_00369 	35.8034221993	17.0581673632	7.4510178539	x	x	x	x
CCNA_03918 	x	x	x	x	x	x	x
