 CCNA_03680 	66.9727838829	88.9383259756	56.5365982009	6.23693885133	x
 CCNA_00846 	17.2822111282	16.0029415941	10.6660329091	6.49322279448	x
 CCNA_00850 	22.8926867535	24.1483701025	19.6254655803	6.84641991882	x
 CCNA_03652 	38.1079848965	41.4498338583	44.4795644216	6.90979176291	x
 CCNA_03651 	36.6278410851	39.8832612512	35.1474137725	6.96622408964	x
 CCNA_01021 	10.8442029512	11.2957732101	8.75900855978	7.43441839883	x
 CCNA_00669 	52.9027121693	61.6274334072	23.8232877443	7.85265488449	x
 CCNA_01920 	89.3308503031	92.0901600806	60.7873067667	8.01038747352	x
 CCNA_02567 	87.5750392624	93.3361570551	36.6271703949	8.23932358703	x
 CCNA_00089 	121.202633108	119.065062779	25.7251552519	8.25754022732	x
 CCNA_01832 	16.2984345004	20.157587484	30.7863710316	8.42924842496	x
 CCNA_00970 	90.3350247655	89.9427703602	52.4795490301	8.42969500766	x
 CCNA_01262 	77.3080242705	91.9358026614	87.8384618746	8.59069950838	x
 CCNA_02003 	94.0436346887	102.116983797	60.4317235076	8.76897342414	x
 CCNA_01966 	112.441147136	126.609459223	43.6005009192	8.78251534757	x
 CCNA_01676 	98.8719376396	122.798377378	118.684326871	8.7983271888	x
 CCNA_02190 	57.4665259066	77.8254210492	44.6369400202	9.02063629388	x
 CCNA_01162 	59.1444289761	58.7511783737	31.3258321856	9.04429441077	x
 CCNA_02364 	100.937552852	89.6452123005	24.4664726218	9.21128138331	x
 CCNA_00013 	95.4213183706	109.616940375	76.0900070755	9.29451585364	x
 CCNA_02537 	62.4409197091	71.351189333	42.8159555508	9.4655805626	x
 CCNA_01353 	53.2546152607	56.4428053145	34.470231238	9.51461292368	x
 CCNA_02923 	6.51245325818	4.97351446962	5.3590396318	9.78736103391	x
 CCNA_00224 	176.016884476	171.202230652	46.3891049204	9.80810034824	x
 CCNA_03280 	9.92748218457	8.51834835347	7.10072751214	9.86731741206	x
 CCNA_01532 	115.540134113	121.888730023	44.8258217247	9.96629126625	x
 CCNA_02622 	70.4278722755	73.3127117288	29.0762548988	10.3912286618	x
 CCNA_00115 	79.4738784346	83.9670375345	63.9897342638	10.4280614939	x
 CCNA_00130 	181.03388506	187.821689885	32.9968709628	10.4301502394	x
