gene	regres. slope	regres. Y Int	regres. R value	Half-Life Calc (minutes)	# of data pts. After cuttoff	# of leading data points affected by lag calc	ln adjusted value of last data point used in regres.	In Operon (y or n)	Operon #	complex or simple	Total # of data points	R value flag	Half-life Flag	0	1	2	4	8	15
CCNA_01562	-0.2311971009811957	4.803866128507338	-0.9881713943301182	2.9980790313470327	6	-1	1.3458759180518425	y	903	complex	6	x	x	4.605170185988092	4.370717159638748	4.505796927089799	4.1810118977377515	2.774119645039235	1.3458759180518425
CCNA_01563	-0.18120443537872838	4.891255865193603	-0.963788466527292	3.8252219329577954	5	-1	3.3497386372293025	y	903	complex	6	x	x	4.605170185988092	4.594734221094544	4.698026060697476	4.3217565009872265	3.3497386372293025	0.8787263577844833
CCNA_01567	x	x	x	x	2	0	3.7689315603907114	n	906	simple	2	x	x	4.605170185988092	3.7689315603907114	x	x	x	x
CCNA_01568	-0.5778209097588279	4.9596716147912865	-0.989419525158549	1.1995882614377047	4	-1	2.7086132375641605	n	907	simple	4	x	x	4.605170185988092	4.497944654120612	3.6245559920746007	2.7086132375641605	x	x
CCNA_01569	x	x	x	x	0	0	1	n	908	simple	0	x	x	x	x	x	x	x	x
CCNA_01570	x	x	x	x	2	0	4.370405443535221	n	909	simple	2	x	x	4.605170185988092	4.370405443535221	x	x	x	x
CCNA_01574	x	x	x	x	2	0	4.212765711895812	n	911	simple	2	x	x	4.605170185988092	4.212765711895812	x	x	x	x
CCNA_01578	x	x	x	x	1	0	4.605170185988092	n	914	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01579	x	x	x	x	2	0	4.252223265592605	n	915	simple	2	x	x	4.605170185988092	4.252223265592605	x	x	x	x
CCNA_01580	x	x	x	x	2	0	2.9406227428314673	n	916	simple	2	x	x	4.605170185988092	2.9406227428314673	x	x	x	x
CCNA_01581	x	x	x	x	2	0	3.7100039561328715	n	917	complex	2	x	x	4.605170185988092	3.7100039561328715	x	x	x	x
CCNA_01582	x	x	x	x	0	0	1	n	918	simple	0	x	x	x	x	x	x	x	x
CCNA_03954	x	x	x	x	1	0	4.605170185988092	n	2406	complex	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01586	-0.9226073635676393	4.73160375713619	-0.9940244439464284	0.75129161974126	4	-1	1.0918191421020453	y	922	simple	4	x	x	4.605170185988092	3.605184419660896	2.8562300321431024	1.0918191421020453	x	x
CCNA_01587	-0.7121187841211242	5.318369208846808	-0.9976611936442159	0.9733589339528614	4	-1	2.434736013325335	y	922	simple	5	x	x	4.605170185988092	4.56843329443708	3.9982878196150016	2.434736013325335	0.7502640566949629	x
CCNA_01588	-0.5929960969980791	5.930181656133205	-0.9838812877695808	1.1688899540298165	5	-2	1.056005220931534	y	922	simple	5	x	x	4.605170185988092	4.658824430925515	4.957576591640283	3.8601739779337563	1.056005220931534	x
CCNA_01590	x	x	x	x	3	0	3.4953227980620754	y	924	simple	3	x	x	4.605170185988092	4.244256337488204	3.4953227980620754	x	x	x
CCNA_01591	x	x	x	x	3	0	4.602119047303381	y	924	simple	3	x	x	4.605170185988092	4.540504268545455	4.602119047303381	x	x	x
CCNA_01592	-0.18081343540171108	4.659746899171638	-0.8543594803954397	3.8334937833573504	4	-1	3.8453563210247523	n	925	simple	4	x	x	4.605170185988092	4.3298997836868205	4.556754381958313	3.8453563210247523	x	x
CCNA_01598	x	x	x	x	2	0	4.166150550710267	n	929	complex	2	x	x	4.605170185988092	4.166150550710267	x	x	x	x
CCNA_01601	-0.04814147607996486	4.779364129340388	-0.7485992549898994	14.398128952435961	6	-1	4.021552093387937	n	931	simple	6	x	x	4.605170185988092	4.495543692590399	5.133895300063503	4.59238554440991	4.377632946164366	4.021552093387937
CCNA_01602	x	x	x	x	2	0	3.8464701699642667	n	932	simple	2	x	x	4.605170185988092	3.8464701699642667	x	x	x	x
CCNA_01604	x	x	x	x	0	0	1	n	934	simple	0	x	x	x	x	x	x	x	x
CCNA_01607	x	x	x	x	2	0	2.979566707200034	n	937	simple	2	x	x	4.605170185988092	2.979566707200034	x	x	x	x
CCNA_01609	x	x	x	x	2	0	4.414330514073327	n	939	simple	2	x	x	4.605170185988092	4.414330514073327	x	x	x	x
CCNA_03955	x	x	x	x	1	0	4.605170185988092	y	940	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01610	-0.9330524531121965	4.979326403580829	-0.9631875430939598	0.7428812584415301	4	-1	1.457475417809469	y	940	simple	4	x	x	4.605170185988092	4.06888260563316	2.5644205144231824	1.457475417809469	x	x
CCNA_01611	-0.025634792064761346	4.705330669656996	-0.16144266270425614	27.03931355514189	3	-1	4.597780645704516	n	941	simple	3	R_value_FLAG	Half_Life_Flag	4.605170185988092	4.8264487210940565	4.597780645704516	x	x	x
CCNA_01612	-0.6692051605307388	4.604227818324121	-0.9487762541380781	1.035776801258105	4	-1	2.1287947423129236	y	942	complex	4	x	x	4.605170185988092	3.831502244322409	2.829409643563423	2.1287947423129236	x	x
CCNA_01613	-0.6530542497253355	5.2085429837682256	-0.9972082688902936	1.061392956023902	4	-1	2.6313311868299216	y	942	complex	4	x	x	4.605170185988092	4.592165509202561	3.798274447158732	2.6313311868299216	x	x
CCNA_01614	x	x	x	x	3	0	4.632727675783597	y	942	complex	3	x	x	4.605170185988092	4.663388173131613	4.632727675783597	x	x	x
CCNA_01615	-0.4253820564090066	5.228582867747926	-0.9727130420559524	1.629469720493996	5	-3	1.9388874254702229	y	942	complex	5	x	x	4.605170185988092	4.755488466112072	4.393022438053387	3.1793768965227973	1.9388874254702229	x
CCNA_01616	x	x	x	x	4	0	3.7529398771439437	y	942	complex	4	x	x	4.605170185988092	4.65356700456319	4.73151820264511	3.7529398771439437	x	x
CCNA_01617	x	x	x	x	2	0	4.60973606011113	y	942	complex	2	x	x	4.605170185988092	4.60973606011113	x	x	x	x
CCNA_01620	x	x	x	x	1	0	4.605170185988092	n	946	complex	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01621	-1.2048970620215624	4.685893615672649	-0.9770601450127037	0.5752750192593141	3	-1	2.398486209933848	n	946.1	simple	4	x	x	4.605170185988092	3.2069839693246833	2.398486209933848	0.924464946808819	x	x
CCNA_01622	-1.0346552154963544	5.690488671186234	-0.9915633135980344	0.6699305915424417	4	-1	1.4543017928739594	n	946.2	simple	4	x	x	4.605170185988092	4.557576217896029	3.9100628255325725	1.4543017928739594	x	x
CCNA_01624	-0.7517755134468102	4.299393461690608	-0.9290491000729196	0.922013510897608	4	-1	1.6007517790374495	n	948	simple	4	x	x	4.605170185988092	3.2993969870396382	2.2408469187458278	1.6007517790374495	x	x
CCNA_01626	x	x	x	x	2	0	3.6224759167719958	y	950	simple	2	x	x	4.605170185988092	3.6224759167719958	x	x	x	x
CCNA_01627	x	x	x	x	2	0	4.564319723071652	y	950	simple	2	x	x	4.605170185988092	4.564319723071652	x	x	x	x
CCNA_01628	x	x	x	x	1	0	4.605170185988092	y	950	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01629	-1.409144483797839	5.031271219696747	-0.9905713426359793	0.4918922002176937	3	-1	2.282492488454015	y	951	simple	3	x	x	4.605170185988092	3.4400982574227994	2.282492488454015	x	x	x
CCNA_01630	x	x	x	x	2	0	4.376943076904638	y	951	simple	2	x	x	4.605170185988092	4.376943076904638	x	x	x	x
CCNA_01633	x	x	x	x	2	0	3.2126962304813085	y	953	complex	2	x	x	4.605170185988092	3.2126962304813085	x	x	x	x
CCNA_01634	-0.7056568251434727	5.155647973660857	-0.9999167212073463	0.9822723395596946	3	-1	3.7431388110652875	y	953	complex	3	x	x	4.605170185988092	4.456444923217896	3.7431388110652875	x	x	x
CCNA_01635	x	x	x	x	3	0	4.711524527198091	y	953	complex	3	x	x	4.605170185988092	4.656735713507814	4.711524527198091	x	x	x
CCNA_01636	-0.29162375154375386	5.041334039355094	-0.9994407875210601	2.3768543436214205	5	-2	2.711314060212653	y	953	complex	5	x	x	4.605170185988092	4.3737382387159265	4.495519706339045	3.8629946254880063	2.711314060212653	x
CCNA_01637	-0.9146019589510616	5.394577471600121	-0.9965219074024413	0.757867587944926	4	-1	1.7236003654595144	y	953.1	simple	4	x	x	4.605170185988092	4.337964531859713	3.604286235223745	1.7236003654595144	x	x
CCNA_01638	-0.7399839765622176	5.873295174960101	-0.999316979922865	0.9367056618984313	4	-2	2.906814640215272	y	953.1	simple	4	x	x	4.605170185988092	4.731376136826214	4.43146885972858	2.906814640215272	x	x
CCNA_01639	x	x	x	x	2	0	4.389050565896303	y	954	complex	2	x	x	4.605170185988092	4.389050565896303	x	x	x	x
CCNA_01640	x	x	x	x	2	0	4.458723940965298	y	954	complex	2	x	x	4.605170185988092	4.458723940965298	x	x	x	x
CCNA_01641	x	x	x	x	2	0	4.57949452109805	y	954	complex	2	x	x	4.605170185988092	4.57949452109805	x	x	x	x
CCNA_01642	x	x	x	x	2	0	4.531711516595714	y	954	complex	2	x	x	4.605170185988092	4.531711516595714	x	x	x	x
CCNA_01645	x	x	x	x	2	0	3.8715122741211045	n	957	simple	2	x	x	4.605170185988092	3.8715122741211045	x	x	x	x
CCNA_01648	x	x	x	x	2	0	4.0656682885613336	y	959	simple	2	x	x	4.605170185988092	4.0656682885613336	x	x	x	x
CCNA_01649	x	x	x	x	2	0	3.704192774446527	y	959	simple	2	x	x	4.605170185988092	3.704192774446527	x	x	x	x
CCNA_01651	-1.113072168553835	5.757433762527098	-0.9998203923660818	0.6227333681880848	4	-2	1.3148474535402124	y	961	complex	5	x	x	4.605170185988092	4.279230788900685	3.4972241820038312	1.3148474535402124	0.47620544367985057	x
CCNA_01652	x	x	x	x	3	0	4.430464059396638	y	961	complex	3	x	x	4.605170185988092	4.289564723111501	4.430464059396638	x	x	x
CCNA_01653	-0.6154307599798439	4.584669401030547	-0.9755378580478682	1.1262797143624195	4	-1	2.227608300139797	y	962	simple	4	x	x	4.605170185988092	3.7622974983265465	3.1982300838386597	2.227608300139797	x	x
CCNA_01654	-0.6931214000548919	5.08788848781714	-0.9734102053009323	1.0000371947901932	4	-1	2.434674358508205	y	962	simple	4	x	x	4.605170185988092	4.587406583714071	3.353029659426888	2.434674358508205	x	x
CCNA_01655	-0.35218146414718166	4.834467638778028	-0.9697890723783841	1.9681534979088768	5	-1	1.8045456696094224	n	963	simple	5	x	x	4.605170185988092	4.26845012191465	4.318322303814212	3.8182408793812184	1.8045456696094224	x
CCNA_01658	x	x	x	x	2	0	3.685204482668572	y	965	simple	2	x	x	4.605170185988092	3.685204482668572	x	x	x	x
CCNA_01659	-0.8826512423388664	5.463759155402853	-0.9994410197954046	0.7853013141671114	3	-1	3.6976627730793252	y	965	simple	3	x	x	4.605170185988092	4.5989478644132	3.6976627730793252	x	x	x
CCNA_01663	x	x	x	x	1	0	4.605170185988092	y	969	complex	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01664	x	x	x	x	0	0	2	y	969	complex	0	x	x	x	x	x	x	x	x
CCNA_01665	x	x	x	x	1	0	4.605170185988092	y	969	complex	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01666	x	x	x	x	3	0	4.1695261759707964	y	969	complex	3	x	x	4.605170185988092	4.58748447747698	4.1695261759707964	x	x	x
CCNA_01667	x	x	x	x	3	0	4.580211477435116	y	969	complex	3	x	x	4.605170185988092	4.304323542075538	4.580211477435116	x	x	x
CCNA_01668	-0.6958833372458758	4.380114527882878	-0.9109015572362418	0.9960680813298972	4	-1	1.837174258865048	y	970	complex	4	x	x	4.605170185988092	3.3072645554205518	2.553701023212744	1.837174258865048	x	x
CCNA_01669	-0.927735093731302	5.320968497765783	-0.9753698246342308	0.747139118961366	4	-1	1.7637276304121563	y	970	complex	4	x	x	4.605170185988092	4.6012258581750975	3.016142621548349	1.7637276304121563	x	x
CCNA_01670	-1.0819610671862172	6.361308915159652	-0.9743134793175149	0.6406396695609078	4	-2	1.9341274581038241	y	970	complex	4	x	x	4.605170185988092	4.700889653714901	4.5854879279120215	1.9341274581038241	x	x
CCNA_01671	-0.05901528789143977	4.4487331983165745	-0.1993212308969071	11.745213915333403	3	-1	4.466777699435479	n	971	simple	3	R_value_FLAG	Half_Life_Flag	4.605170185988092	4.086130318337772	4.466777699435479	x	x	x
CCNA_01675	-0.8531846579938408	5.072677954605876	-0.9923169006900184	0.8124233998649202	4	-1	1.7123972447313576	y	973	complex	4	x	x	4.605170185988092	4.0832759412247155	3.252494308313928	1.7123972447313576	x	x
CCNA_01676	-0.5777305898692957	5.949314883863316	-0.9946436603483078	1.1997757998529404	5	-3	1.3765400223766848	y	973	complex	5	x	x	4.605170185988092	4.604217995038733	4.5753077898512915	3.450671374204894	1.3765400223766848	x
CCNA_01677	-0.20864049653707106	4.606592566786597	-0.9487339442768815	3.3222082580540038	4	-1	3.7902810705935908	y	974	complex	4	x	x	4.605170185988092	4.262645071817011	4.184395128001143	3.7902810705935908	x	x
CCNA_01678	-0.2871845800665244	4.8701071960353595	-0.9944567321723551	2.413594700660399	4	-2	3.7384789298392205	y	974	complex	4	x	x	4.605170185988092	4.617004014138905	4.243565727606957	3.7384789298392205	x	x
CCNA_01679	-0.2959197558389433	5.237320877768776	-0.99362888052267	2.3423484471148193	5	-2	2.86665991460408	y	974	complex	5	x	x	4.605170185988092	4.667307066276957	4.771481459457751	4.043794997261121	2.86665991460408	x
CCNA_01680	x	x	x	x	4	0	3.8943578764908167	y	974	complex	4	x	x	4.605170185988092	4.540026599558646	4.436440862310612	3.8943578764908167	x	x
CCNA_01681	x	x	x	x	2	0	4.115682443094576	y	974	complex	2	x	x	4.605170185988092	4.115682443094576	x	x	x	x
CCNA_01683	x	x	x	x	1	0	4.605170185988092	n	976	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01686	x	x	x	x	2	0	3.9743482603147964	y	979	complex	2	x	x	4.605170185988092	3.9743482603147964	x	x	x	x
CCNA_01687	-0.7277112235534137	5.130760974438387	-0.9949683227128723	0.9525030783162968	3	-1	3.684629633839513	y	979	complex	3	x	x	4.605170185988092	4.351451512586984	3.684629633839513	x	x	x
CCNA_01688	x	x	x	x	3	0	3.78553377360052	y	979	complex	3	x	x	4.605170185988092	4.37429649901509	3.78553377360052	x	x	x
CCNA_01689	-0.6555003643531839	4.701894622448538	-0.9532171876768614	1.0574321819697377	4	-1	2.2493306869224274	y	980	simple	4	x	x	4.605170185988092	3.947949001991905	2.9990380223900375	2.2493306869224274	x	x
CCNA_01690	-0.5740288500432948	5.193451928548149	-0.9365822570486009	1.207512794013169	3	-1	4.021683631585544	y	980	simple	3	x	x	4.605170185988092	4.76714191190126	4.021683631585544	x	x	x
CCNA_01691	-0.8087744978218003	5.824391017682439	-0.9966490762898811	0.8570339228384874	4	-2	2.56470781558303	y	980	simple	4	x	x	4.605170185988092	4.692926964656906	4.308072914223725	2.56470781558303	x	x
CCNA_01692	-0.3974599007052944	5.788153608079869	-0.9594349892763612	1.7439424186690342	5	-3	2.4766487972521376	y	980	simple	5	x	x	4.605170185988092	4.60363138084326	4.90804432285407	4.599862844374811	2.4766487972521376	x
CCNA_01697	x	x	x	x	1	0	4.605170185988092	y	984	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01698	x	x	x	x	2	0	4.328703321194313	y	984	simple	2	x	x	4.605170185988092	4.328703321194313	x	x	x	x
CCNA_01700	x	x	x	x	2	0	3.64312024435041	y	987	complex	2	x	x	4.605170185988092	3.64312024435041	x	x	x	x
CCNA_01701	x	x	x	x	2	0	4.294345698869025	y	987	complex	2	x	x	4.605170185988092	4.294345698869025	x	x	x	x
CCNA_01702	x	x	x	x	2	0	4.800894198698611	y	987	complex	2	x	x	4.605170185988092	4.800894198698611	x	x	x	x
CCNA_01703	-0.4553734659156262	5.264589865299053	-0.9857053088352119	1.5221510088784465	4	-2	3.4462372640007954	y	987	complex	4	x	x	4.605170185988092	4.34592844682053	4.260827524248608	3.4462372640007954	x	x
CCNA_01704	x	x	x	x	2	0	4.238267359478893	y	987	complex	2	x	x	4.605170185988092	4.238267359478893	x	x	x	x
CCNA_01706	-0.2577319425502283	4.240170003077311	-0.8482080973255521	2.6894112297503083	5	-1	2.492307145818026	y	989	simple	5	x	x	4.605170185988092	4.090979170642566	3.27789711482086	2.6661657347208454	2.492307145818026	x
CCNA_01707	x	x	x	x	2	0	4.898703871197444	y	989	simple	2	x	x	4.605170185988092	4.898703871197444	x	x	x	x
CCNA_01708	x	x	x	x	2	0	3.908321441417248	n	990	complex	2	x	x	4.605170185988092	3.908321441417248	x	x	x	x
CCNA_01713	x	x	x	x	2	0	3.825644335210238	y	993	simple	2	x	x	4.605170185988092	3.825644335210238	x	x	x	x
CCNA_01714	x	x	x	x	2	0	3.5583970600819006	y	993	simple	2	x	x	4.605170185988092	3.5583970600819006	x	x	x	x
CCNA_01715	x	x	x	x	2	0	3.185139644664722	y	994	complex	2	x	x	4.605170185988092	3.185139644664722	x	x	x	x
CCNA_01716	x	x	x	x	2	0	4.420166953080999	y	994	complex	2	x	x	4.605170185988092	4.420166953080999	x	x	x	x
CCNA_01717	x	x	x	x	2	0	4.554515005615255	y	994	complex	2	x	x	4.605170185988092	4.554515005615255	x	x	x	x
CCNA_01718	x	x	x	x	2	0	4.224747514591246	y	994	complex	2	x	x	4.605170185988092	4.224747514591246	x	x	x	x
CCNA_01719	x	x	x	x	2	0	4.20623843137387	y	994	complex	2	x	x	4.605170185988092	4.20623843137387	x	x	x	x
CCNA_03893	-0.12140169451317773	4.418751280364028	-0.9392153764748289	5.7095346431487135	5	-1	3.4900595573610045	y	2298	complex	5	x	x	4.605170185988092	4.169669184705503	4.054010866220353	3.9312987508258392	3.4900595573610045	x
CCNA_01721	-0.12704925440478979	4.581471942658812	-0.6736942233819678	5.455735917595542	3	-1	4.371886061017792	y	2298	complex	3	x	Half_Life_Flag	4.605170185988092	4.329446525886274	4.371886061017792	x	x	x
CCNA_01722	x	x	x	x	2	0	4.499915098112162	y	2298	complex	2	x	x	4.605170185988092	4.499915098112162	x	x	x	x
CCNA_01723	-0.444641523336285	4.652308727325818	-0.9838997881168883	1.5588899015976834	4	-1	2.8788758446331486	n	995	simple	4	x	x	4.605170185988092	4.02780633567791	3.8212518562115396	2.8788758446331486	x	x
CCNA_01724	-1.648702928907398	5.204080001987379	-0.9999282226245371	0.4204196938130611	3	-1	1.9138575605571313	y	996	complex	3	x	x	4.605170185988092	3.536788166711439	1.9138575605571313	x	x	x
CCNA_01725	-0.7628524204215626	5.364874884350212	-0.9997519151147424	0.9086255244191304	4	-1	2.301442495631998	y	996	complex	5	x	x	4.605170185988092	4.586852231475963	3.8751019937229527	2.301442495631998	0.4171182748308865	x
CCNA_01726	-0.39353041649144116	4.878009924275474	-0.9152595877862355	1.761356051559538	4	-2	3.3240085655660714	y	996	complex	4	x	x	4.605170185988092	4.135105138729938	3.870813816907522	3.3240085655660714	x	x
CCNA_01736	x	x	x	x	1	0	4.605170185988092	n	999	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01742	-0.1099266284342298	3.512444945216594	-0.6942758012249551	6.305543892621633	6	-1	2.179940334949398	n	1003	complex	6	x	x	4.605170185988092	3.265655634559712	2.772295004942809	2.4782719217023557	2.44435589722786	2.179940334949398
CCNA_01746	-0.24981379783665061	4.470566654921666	-0.9800830154923841	2.7746553095245106	5	-1	2.5133374358803446	y	1007	simple	5	x	x	4.605170185988092	4.071011816391595	3.8493265377068244	3.4618310083091015	2.5133374358803446	x
CCNA_01747	-0.36968908409892803	5.002137672494733	-0.9867531742540627	1.8749463004822196	5	-1	1.9103984282821145	y	1007	simple	5	x	x	4.605170185988092	4.503686296691805	4.384069437022342	3.7859384964146336	1.9103984282821145	x
CCNA_01748	-0.4047942156447448	5.072449685333979	-0.9905682501925038	1.7123445784814884	5	-2	1.88726230104632	y	1007	simple	5	x	x	4.605170185988092	4.459983891885725	4.471378913668277	3.2634530048056307	1.88726230104632	x
CCNA_01749	-0.35674502435372224	4.982796200658232	-0.9597689064633229	1.9429764488394694	5	-1	1.8991271312353155	n	1009	simple	6	x	x	4.605170185988092	4.48857151980188	4.655607732255467	3.867340442046411	1.8991271312353155	0.29000103738748656
CCNA_01750	-0.33756474552376464	4.666894705730001	-0.9945631126302082	2.053375507221466	5	-1	2.0040429739167425	y	1009.1	simple	5	x	x	4.605170185988092	4.349644865051722	3.82233402662452	3.303824208524433	2.0040429739167425	x
CCNA_01751	-0.7285187237419789	5.552542109889431	-0.9648431776696058	0.9514473107837909	4	-2	2.526544930556235	y	1009.1	simple	4	x	x	4.605170185988092	4.550832558042018	4.436578133020353	2.526544930556235	x	x
CCNA_01752	-0.5920486096040982	5.554216086832805	-0.9910491402043846	1.170760591809263	4	-2	3.158583809169295	y	1009.1	simple	4	x	x	4.605170185988092	4.656496898532156	4.489645103489619	3.158583809169295	x	x
CCNA_01753	-0.6173741861443133	6.029720680347259	-0.9337327828429044	1.1227343094612638	4	-2	3.5160852848230544	y	1009.1	simple	4	x	x	4.605170185988092	4.8369975373392	5.1124129682805135	3.5160852848230544	x	x
CCNA_01763	-0.19027948254369692	4.268024113380294	-0.9519338193028632	3.642784662296771	6	-1	1.7000302319406073	y	1015	simple	6	x	x	4.605170185988092	4.1707632382835085	3.6867484710848992	3.295761802683571	2.3147445210072206	1.7000302319406073
CCNA_01764	-0.22733790756216507	4.873539441150329	-0.908874059836077	3.048973169467594	3	-1	4.4137770027315675	y	1015	simple	3	x	x	4.605170185988092	4.711518754423997	4.4137770027315675	x	x	x
CCNA_01765	x	x	x	x	3	0	4.669968408090154	y	1015	simple	3	x	x	4.605170185988092	4.744804732055401	4.669968408090154	x	x	x
CCNA_01767	x	x	x	x	1	0	4.605170185988092	n	1018	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01770	-0.4613408789073362	4.902642496167109	-0.9906134945260612	1.5024620887739912	5	-1	1.1136762101903879	n	1020	complex	6	x	x	4.605170185988092	4.367443931005244	4.287379108276006	3.1286788366019245	1.1136762101903879	0.2715996388987422
CCNA_01772	x	x	x	x	0	0	1	n	1022	simple	0	x	x	x	x	x	x	x	x
CCNA_01776	-0.8669234066246357	4.690381308394263	-0.963576911801131	0.7995483514036289	4	-1	1.4427310449526167	n	1025	complex	4	x	x	4.605170185988092	3.7373304764674873	2.470860280193511	1.4427310449526167	x	x
CCNA_01777	-0.3680188326245718	4.5998921520676275	-0.9095348064876917	1.883455734090238	5	-1	2.039663477425221	y	1026	simple	5	x	x	4.605170185988092	4.4613160549901085	3.8424503436234274	2.264132067209529	2.039663477425221	x
CCNA_01778	x	x	x	x	2	0	4.110585049645502	y	1026	simple	2	x	x	4.605170185988092	4.110585049645502	x	x	x	x
CCNA_01786	x	x	x	x	2	0	3.542123083498792	n	1033	simple	2	x	x	4.605170185988092	3.542123083498792	x	x	x	x
CCNA_01790	x	x	x	x	2	0	2.9929071036482475	n	1037	simple	2	x	x	4.605170185988092	2.9929071036482475	x	x	x	x
CCNA_01791	-0.8185675083704478	5.190613631153762	-0.9909607420987551	0.8467807156673232	4	-1	1.839206091596475	n	1038	complex	6	x	x	4.605170185988092	4.222114468360935	3.7839175614039	1.839206091596475	0.9556878169087716	0.8360507946056269
CCNA_01792	-0.7581297155200252	4.6245646145600645	-0.9926364960904364	0.9142857302255903	4	-1	1.5463426604009272	n	1039	simple	4	x	x	4.605170185988092	3.6805985512182993	3.290383434751577	1.5463426604009272	x	x
CCNA_01793	x	x	x	x	2	0	4.095752871357859	n	1040	simple	2	x	x	4.605170185988092	4.095752871357859	x	x	x	x
CCNA_01795	-0.12323185482443123	4.5849192531389695	-0.9952540068538115	5.624740303937435	6	-1	2.7534226108713016	n	1042	simple	6	x	x	4.605170185988092	4.359280823952579	4.3864678233587036	4.062609118960037	3.5764399158724336	2.7534226108713016
CCNA_01797	-0.9309406262732143	4.625878287470185	-0.9804310986578428	0.7445664750229937	3	-1	2.857006731209158	n	1043	complex	3	x	x	4.605170185988092	3.4940066151911395	2.857006731209158	x	x	x
CCNA_01799	-0.5234133795995958	4.85551054295474	-0.9984095427653854	1.324282503229462	4	-1	2.7602870393146244	y	1045	complex	5	x	x	4.605170185988092	4.269511185869989	3.831643897697585	2.7602870393146244	0.2948793009823223	x
CCNA_01800	-0.4360699225690695	5.244776137737306	-0.9788606435021439	1.5895321935443898	4	-2	3.4551326716631063	y	1045	complex	5	x	x	4.605170185988092	4.681767337043299	4.5232103348778026	3.4551326716631063	0.6312856577563497	x
CCNA_01801	-0.44211887680624606	5.56702168548874	-0.9853120736532266	1.5677846319683602	5	-2	1.9582088983498396	y	1045	complex	5	x	x	4.605170185988092	4.7754467947539	4.920949777949623	3.91881642388817	1.9582088983498396	x
CCNA_01802	-0.34934849207715174	5.391349528638719	-0.8741473413233343	1.984113847003145	4	-2	3.9248640986132974	y	1045	complex	4	x	x	4.605170185988092	4.762689941231701	4.985861967469739	3.9248640986132974	x	x
CCNA_01803	-0.43048579930043884	5.677071611361837	-0.9684041363695979	1.6101510936861203	5	-2	2.0767176990669425	y	1045	complex	5	x	x	4.605170185988092	4.61346557915826	4.741312430960235	4.41788448255008	2.0767176990669425	x
CCNA_01804	-0.2627581942866976	5.089682747598076	-0.9569487152475065	2.6379659916662646	6	-3	1.4221949735284751	y	1045	complex	6	x	x	4.605170185988092	4.580374679890184	4.879779201470071	4.2757327775321246	2.3107980129141885	1.4221949735284751
CCNA_01805	-0.371263073281854	6.15007957724867	-0.9236037047005058	1.8669973677498615	5	-3	3.0729096473948467	y	1045	complex	5	x	x	4.605170185988092	4.651729903654868	5.010939863260044	5.127961010650608	3.0729096473948467	x
CCNA_01806	-0.1593293852294287	5.053794249813647	-0.9844319543415977	4.350403910501743	6	-3	2.6876554624011	y	1045	complex	6	x	x	4.605170185988092	4.704258637660638	4.78175646259595	4.241007032568264	3.74068756164465	2.6876554624011
CCNA_01809	x	x	x	x	2	0	3.1185317715232244	y	1047	simple	2	x	x	4.605170185988092	3.1185317715232244	x	x	x	x
CCNA_01810	x	x	x	x	2	0	5.027975257725831	y	1047	simple	2	x	x	4.605170185988092	5.027975257725831	x	x	x	x
CCNA_01813	x	x	x	x	2	0	3.5727892204845495	y	1049	complex	2	x	x	4.605170185988092	3.5727892204845495	x	x	x	x
CCNA_01814	-0.5845028779838637	5.1960756346032015	-0.9883390983138666	1.1858747093783872	3	-1	4.023014765850485	y	1049	complex	3	x	x	4.605170185988092	4.667619249217165	4.023014765850485	x	x	x
CCNA_01815	-0.6062224013961464	5.7015022466559655	-0.985735305225742	1.143387606534514	4	-2	3.2486675119956496	y	1049	complex	4	x	x	4.605170185988092	4.700885498122528	4.636520474023239	3.2486675119956496	x	x
CCNA_01816	-0.12282371049468555	3.66734874635799	-0.565099686416486	5.643431368163536	6	-3	1.6286318721608735	y	1049	complex	6	R_value_FLAG	x	4.605170185988092	4.290435816956541	3.352985846855977	1.8392060915954205	3.4922215121877835	1.6286318721608735
CCNA_01817	x	x	x	x	4	0	3.493418572866893	y	1049	complex	4	x	x	4.605170185988092	4.668926025776591	4.634475322675919	3.493418572866893	x	x
CCNA_01818	x	x	x	x	4	0	4.532815608539457	y	1049	complex	4	x	x	4.605170185988092	4.574949944026057	4.960405595137907	4.532815608539457	x	x
CCNA_01819	-0.31771685498706365	4.467651277997948	-0.9743135433604146	2.1816506416953168	5	-1	1.8628558667742763	y	1050	simple	5	x	x	4.605170185988092	3.7768707670273436	3.919900937278864	3.3665415633876368	1.8628558667742763	x
CCNA_01820	-0.35501438650104233	4.819823789662661	-0.99784739224335	1.9524481455286324	5	-1	1.9468331580884624	y	1050	simple	5	x	x	4.605170185988092	4.425752485959057	4.039994332065048	3.5034008385279622	1.9468331580884624	x
