gene	regres. slope	regres. Y Int	regres. R value	Half-Life Calc (minutes)	# of data pts. After cuttoff	# of leading data points affected by lag calc	ln adjusted value of last data point used in regres.	In Operon (y or n)	Operon #	complex or simple	Total # of data points	R value flag	Half-life Flag	0	1	2	4	8	15
CCNA_01039	x	x	x	x	0	0	1	y	602	simple	0	x	x	x	x	x	x	x	x
CCNA_01040	x	x	x	x	0	0	2	y	602	simple	0	x	x	x	x	x	x	x	x
CCNA_01044	x	x	x	x	1	0	4.605170185988092	n	605	complex	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01047	x	x	x	x	1	0	4.605170185988092	n	607	complex	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01048	x	x	x	x	0	0	1	n	608	simple	0	x	x	x	x	x	x	x	x
CCNA_03945	-0.05689936251648622	4.513239857491523	-0.8639607305498407	12.181984997795194	6	-1	3.669905090941303	y	609	simple	6	x	x	4.605170185988092	4.128115691293791	4.576769908932575	4.420660368435553	3.9672080726254566	3.669905090941303
CCNA_01049	-0.22044546081457858	4.496797943540197	-0.5809763187049868	3.144302350334926	3	-1	4.177647615743413	y	609	simple	3	R_value_FLAG	x	4.605170185988092	3.976306664084663	4.177647615743413	x	x	x
CCNA_01050	-1.055608205523759	5.167976021735232	-0.9603542996984032	0.6566329978611978	3	-1	3.1097014640707967	n	610	simple	3	x	x	4.605170185988092	3.8825063515228933	3.1097014640707967	x	x	x
CCNA_01051	-0.15616968476132012	4.872784341846524	-0.9376184625460837	4.438423382997204	6	-2	2.6925932527192544	n	611	complex	6	x	x	4.605170185988092	4.250464250023047	4.833449156944334	4.496498444828746	3.166171930053516	2.6925932527192544
CCNA_01052	x	x	x	x	1	0	4.605170185988092	y	612	complex	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01053	x	x	x	x	0	0	2	y	612	complex	0	x	x	x	x	x	x	x	x
CCNA_01054	x	x	x	x	3	0	4.673106506870986	y	612	complex	3	x	x	4.605170185988092	4.320990813006601	4.673106506870986	x	x	x
CCNA_01059	-0.07365299013545742	5.196562002154247	-0.750018767567302	9.41098493469386	6	-2	4.134541070754939	n	617	simple	6	x	x	4.605170185988092	4.643517268614867	5.385478416456497	5.25809762263225	4.3448642550553584	4.134541070754939
CCNA_01060	-0.6624549847625134	4.861116972833753	-0.9746425435413819	1.0463309907894116	4	-1	2.314497509767888	n	618	simple	6	x	x	4.605170185988092	4.091710743389389	3.284919997602727	2.314497509767888	0.7650224822021162	0.46691725418034713
CCNA_01061	-0.33549881734306836	5.126691707382881	-0.6705458747947527	2.0660197435246377	4	-1	3.4547529256062472	n	619	simple	4	x	x	4.605170185988092	4.608588738090206	5.300583054106908	3.4547529256062472	x	x
CCNA_01062	-0.02415539813307878	4.69879290643182	-0.09528689435285467	28.695332477701484	4	-1	4.393160174549331	y	620	complex	4	R_value_FLAG	Half_Life_Flag	4.605170185988092	4.386929495521075	5.230364129723342	4.393160174549331	x	x
CCNA_01063	0.1352623678852909	4.563732464422116	0.8347681069655817	-5.124464338431277	4	-1	5.033273120600059	y	620	complex	4	R_value_FLAG	Half_Life_Flag	4.605170185988092	4.626591095774229	5.0329737204828255	5.033273120600059	x	x
CCNA_01064	-0.4759014410591874	5.995596115230844	-0.875340439887142	1.4564931323116947	5	-2	1.7555166968620688	y	620	complex	5	x	x	4.605170185988092	4.5667969178716055	5.362695730089441	5.049165292178677	1.7555166968620688	x
CCNA_01065	-0.3564390890503785	5.378050315814686	-0.8881501890481464	1.9446441253304207	4	-2	3.913775081880472	y	620	complex	4	x	x	4.605170185988092	4.55712635002957	4.916654025319575	3.913775081880472	x	x
CCNA_01066	x	x	x	x	4	0	3.8077496376795428	y	620	complex	4	x	x	4.605170185988092	4.484278273001474	5.239815684071838	3.8077496376795428	x	x
CCNA_01067	-0.49698430704222424	5.857225220822791	-0.9998351683542314	1.3947063734973324	5	-3	1.875073704138315	y	620	complex	6	x	x	4.605170185988092	4.210552661685323	4.525793605098477	3.896406651682029	1.875073704138315	0.8352135964948557
CCNA_01069	-0.6161628060143712	4.897299127106353	-0.9462327048842971	1.1249416124993732	3	-1	3.7049261233698028	n	622	simple	3	x	x	4.605170185988092	4.119566968061294	3.7049261233698028	x	x	x
CCNA_01078	x	x	x	x	0	0	1	n	629	simple	0	x	x	x	x	x	x	x	x
CCNA_01080	-0.6175164728351996	4.5398880789552845	-0.856414406004348	1.122475611666686	3	-1	3.4676993250608863	y	631	complex	3	x	x	4.605170185988092	3.544597505053088	3.4676993250608863	x	x	x
CCNA_01081	x	x	x	x	2	0	3.700774528021275	y	631	complex	2	x	x	4.605170185988092	3.700774528021275	x	x	x	x
CCNA_01083	-0.7717711715091073	5.330502640355432	-0.9550780025541288	0.8981252554491999	4	-1	2.072004034993768	y	633	complex	4	x	x	4.605170185988092	4.288962235645393	4.292062163496119	2.072004034993768	x	x
CCNA_01084	-0.46748421281100094	5.756043469584513	-0.7420213247081221	1.4827178363778832	4	-2	3.7367071901020026	y	633	complex	4	x	x	4.605170185988092	4.634457002612105	5.458158540886837	3.7367071901020026	x	x
CCNA_01087	-1.035229415842486	4.746608889466456	-0.9490029673046841	0.6695590078416108	3	-1	2.80949630088843	n	636	simple	3	x	x	4.605170185988092	3.379475358458278	2.80949630088843	x	x	x
CCNA_01102	x	x	x	x	0	0	1	n	644	simple	0	x	x	x	x	x	x	x	x
CCNA_01105	-0.5299391999887817	4.740748988192126	-0.9573838942636322	1.3079749159424676	3	-1	3.733480935867411	y	646	complex	3	x	x	4.605170185988092	4.065898912180844	3.733480935867411	x	x	x
CCNA_01106	x	x	x	x	2	0	3.272479949142857	y	646	complex	2	x	x	4.605170185988092	3.272479949142857	x	x	x	x
CCNA_01107	x	x	x	x	0	0	3	y	646	complex	0	x	x	x	x	x	x	x	x
CCNA_01109	-0.4576059539178753	4.778497258443719	-0.9787641945183982	1.514725004396122	4	-1	2.989856286446106	y	648	complex	4	x	x	4.605170185988092	4.18406311803288	3.7790774208787976	2.989856286446106	x	x
CCNA_01110	x	x	x	x	3	0	5.215033949435283	y	648	complex	3	x	x	4.605170185988092	4.672703531568267	5.215033949435283	x	x	x
CCNA_01111	x	x	x	x	0	0	1	y	649	simple	0	x	x	x	x	x	x	x	x
CCNA_01112	x	x	x	x	0	0	2	y	649	simple	0	x	x	x	x	x	x	x	x
CCNA_01116	-0.7123740809362541	4.959916198093214	-0.985444726643826	0.973010106781202	4	-1	2.2030458354037163	n	651	simple	4	x	x	4.605170185988092	4.203936175369466	3.30213659956185	2.2030458354037163	x	x
CCNA_01118	x	x	x	x	0	0	1	n	653	simple	0	x	x	x	x	x	x	x	x
CCNA_01119	x	x	x	x	1	0	4.605170185988092	n	654	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01121	-1.3680477380616256	5.407759171677768	-0.9932145288702035	0.5066688546571183	3	-1	2.703638042829123	n	656	simple	3	x	x	4.605170185988092	3.915253516136898	2.703638042829123	x	x	x
CCNA_01122	-0.5549508963308982	4.774930210281212	-0.8460028269685032	1.2490243463750446	3	-1	3.7317116534242265	y	657	complex	3	x	x	4.605170185988092	3.9513689490765027	3.7317116534242265	x	x	x
CCNA_01123	-0.13730653439611348	4.3700497605239965	-0.9447489023202049	5.048173297858467	5	-2	3.319357166982442	y	657	complex	5	x	x	4.605170185988092	4.116430627661042	3.9562183631839325	3.734118133300297	3.319357166982442	x
CCNA_03890	-1.3576879707404153	5.37531374930768	-0.9965826613590348	0.5105349649536465	3	-1	2.684944816146144	n	2382	complex	3	x	x	4.605170185988092	3.9276486497744925	2.684944816146144	x	x	x
CCNA_01128	0.07239933458108218	4.662380626610951	0.517162526702442	-9.573944077948244	3	-1	4.74943628295256	n	661	simple	3	R_value_FLAG	Half_Life_Flag	4.605170185988092	4.861700246797611	4.74943628295256	x	x	x
CCNA_01129	x	x	x	x	2	0	3.8290288635490253	y	662	complex	2	x	x	4.605170185988092	3.8290288635490253	x	x	x	x
CCNA_01130	-0.972963254481425	4.906483096773149	-0.9662604216332122	0.7124083847641117	3	-1	3.040878328649774	y	662	complex	3	x	x	4.605170185988092	3.7034601233441884	3.040878328649774	x	x	x
CCNA_01131	-0.6417754443054562	5.119093111608197	-0.9740575994960743	1.080046278975483	3	-1	3.841144802292008	y	662	complex	3	x	x	4.605170185988092	4.385631012495438	3.841144802292008	x	x	x
CCNA_01132	-0.45274305362616396	4.941274766501593	-0.975974131970888	1.5309946226856663	5	-2	1.4526256546775056	y	662	complex	5	x	x	4.605170185988092	4.166556423561842	3.9914198039844497	2.7490636006694533	1.4526256546775056	x
CCNA_01138	x	x	x	x	0	0	1	n	665	simple	0	x	x	x	x	x	x	x	x
CCNA_01139	-0.14599568336065077	4.854036558499411	-0.9458144520065004	4.747723799803553	6	-1	2.6676543043884853	n	666	simple	6	x	x	4.605170185988092	4.396549830991437	4.825848735760862	4.660801496116299	3.470243249654453	2.6676543043884853
CCNA_01141	-0.2298978332966813	4.261198361833883	-0.9356234976974441	3.0150226760312457	6	-1	1.2761039896806923	n	668	complex	6	x	x	4.605170185988092	4.103114650484446	3.9558128299001147	2.9364610108913793	1.6798904517585667	1.2761039896806923
CCNA_01142	-0.7801057505491328	4.591941395510422	-0.9334594810302291	0.8885297667297344	3	-1	3.1693352481641597	n	669	complex	3	x	x	4.605170185988092	3.5011657839352206	3.1693352481641597	x	x	x
CCNA_01147	x	x	x	x	0	0	1	n	671	simple	0	x	x	x	x	x	x	x	x
CCNA_01148	x	x	x	x	0	0	1	n	672	simple	0	x	x	x	x	x	x	x	x
CCNA_01151	x	x	x	x	2	0	3.7486072962499963	y	674	complex	2	x	x	4.605170185988092	3.7486072962499963	x	x	x	x
CCNA_01152	x	x	x	x	2	0	3.5474229958118695	y	674	complex	2	x	x	4.605170185988092	3.5474229958118695	x	x	x	x
CCNA_01153	0.024436650843173632	4.423773964577488	0.45218333323619475	-28.365064632151736	5	-2	4.566168038121543	y	674	complex	5	R_value_FLAG	Half_Life_Flag	4.605170185988092	4.397168943906704	4.306683598373048	4.695763658678126	4.566168038121543	x
CCNA_01154	x	x	x	x	3	0	2.8368952750675227	y	674	complex	3	x	x	4.605170185988092	3.1811382745829393	2.8368952750675227	x	x	x
CCNA_01155	-0.2790080113706404	5.335900493868923	-0.896667152675995	2.4843271601945265	5	-2	2.897688744900114	n	675	simple	6	x	x	4.605170185988092	4.407616589415638	4.99843531503513	4.673482133531838	2.897688744900114	0.8589157087956368
CCNA_01156	-0.6500025743037928	4.563533980802626	-0.82069424923603	1.0663760544369596	3	-1	3.4365163976235857	n	676	simple	3	x	x	4.605170185988092	3.4792743624565885	3.4365163976235857	x	x	x
CCNA_01157	-0.8028326856813333	5.018116598315357	-0.9617497307596441	0.8633768815375247	3	-1	3.454855540739575	y	677	complex	3	x	x	4.605170185988092	4.040859092562378	3.454855540739575	x	x	x
CCNA_01158	-0.6360283977108022	5.867100533780337	-0.9741545445845342	1.0898053971406394	4	-2	3.2967302717752465	y	677	complex	4	x	x	4.605170185988092	4.636589558558501	4.7915949333712105	3.2967302717752465	x	x
CCNA_03946	-0.3400247207224953	4.380506902041097	-0.636340792067398	2.038519961393172	3	-1	3.9291177656436016	y	679	simple	3	R_value_FLAG	x	4.605170185988092	3.5738397865451232	3.9291177656436016	x	x	x
CCNA_01159	-0.3272095928578255	4.75038139952612	-0.9336963781960673	2.1183583723999244	4	-1	3.3725387846790684	y	679	simple	5	x	x	4.605170185988092	4.205151148026867	4.324959933015417	3.3725387846790684	0.3658522905985731	x
CCNA_01161	-1.0241058045985052	5.008022765291443	-0.9471850580160038	0.6768316100226477	3	-1	3.042118596158391	n	681	simple	3	x	x	4.605170185988092	3.701424591026186	3.042118596158391	x	x	x
CCNA_01162	x	x	x	x	3	0	4.566466400507711	n	682	complex	3	x	x	4.605170185988092	4.326332097973538	4.566466400507711	x	x	x
CCNA_01163	-0.3096601800871923	5.685738164341254	-0.9997456162472212	2.2384123795470665	6	-3	1.0190807486587319	n	683	complex	6	x	x	4.605170185988092	4.456051665321655	4.911773054345453	4.442576224644545	3.262861521624255	1.0190807486587319
CCNA_01164	-0.33171629384824936	5.4288707664968205	-0.6895435570570688	2.0895783336981335	5	-1	2.015105953307483	y	684	simple	5	x	x	4.605170185988092	4.275663413813317	5.316127419048778	5.668403901902896	2.015105953307483	x
CCNA_01165	-0.16553149882322912	5.133577735694066	-0.9073654678322899	4.187403518288421	5	-2	3.794165367727636	y	684	simple	5	x	x	4.605170185988092	4.479585724231831	5.059914241725561	4.504411965417489	3.794165367727636	x
CCNA_01171	x	x	x	x	0	0	1	n	687	complex	0	x	x	x	x	x	x	x	x
CCNA_01172	-0.16146466952935182	4.744859785809572	-0.9486087849772792	4.292872134692857	6	-1	2.356032672993588	n	688	simple	6	x	x	4.605170185988092	4.208608886801549	4.785326222029288	4.421778706345488	3.189295625432495	2.356032672993588
CCNA_01175	-0.4341097713327595	4.353421310468394	-0.966842246788021	1.5967094645944402	5	-1	1.1283545557024917	y	690	simple	5	x	x	4.605170185988092	3.8157236425012337	3.3438890447205734	2.1679896668222836	1.1283545557024917	x
CCNA_01176	-0.6449426821804217	5.081553770769455	-0.9726978523934356	1.07474229836449	3	-1	3.7562117278629086	y	690	simple	3	x	x	4.605170185988092	4.560908314586611	3.7562117278629086	x	x	x
CCNA_01177	-0.6419559336390095	5.794586307464811	-0.9150138976005033	1.0797426182055077	4	-2	3.1152486546918947	y	690	simple	4	x	x	4.605170185988092	4.63870957941038	4.949006996982517	3.1152486546918947	x	x
CCNA_01178	-0.4685863358059797	5.656417675253685	-0.8343766531693377	1.4792304589243208	4	-2	3.6978052370626893	y	690	simple	4	x	x	4.605170185988092	4.560323346296342	5.160951052465866	3.6978052370626893	x	x
CCNA_01179	-0.16090584952395312	5.2200644373745435	-0.43130162599619365	4.307781119273482	4	-2	4.546211033192771	y	690	simple	4	R_value_FLAG	x	4.605170185988092	4.4640824005536235	5.31713991175572	4.546211033192771	x	x
CCNA_01182	x	x	x	x	2	0	3.2595264001468736	y	695	complex	2	x	x	4.605170185988092	3.2595264001468736	x	x	x	x
CCNA_01183	-0.41616430066379867	4.563473056955197	-0.9093981402327738	1.6655613647166465	4	-1	2.953125144101549	y	695	complex	4	x	x	4.605170185988092	3.8162068276659165	3.6602789523617503	2.953125144101549	x	x
CCNA_01184	-0.1297109057884557	4.711768845246515	-0.9827045189275095	5.343784906493464	3	-1	4.453326222997373	y	695	complex	3	x	Half_Life_Flag	4.605170185988092	4.566966761009476	4.453326222997373	x	x	x
CCNA_01186	-0.12440726513113631	4.7975585895208495	-0.876478142646543	5.571597284365239	6	-1	3.0450286846118924	n	697	complex	6	x	x	4.605170185988092	4.344861468561221	5.159123856831407	4.499124989432932	3.381403211812851	3.0450286846118924
CCNA_01187	x	x	x	x	2	0	3.003040183468338	y	698	simple	2	x	x	4.605170185988092	3.003040183468338	x	x	x	x
CCNA_01188	-0.8549999634220025	5.291733504525894	-0.9608976532699551	0.8106984914779798	3	-1	3.5300424556310412	y	698	simple	3	x	x	4.605170185988092	4.630676279772287	3.5300424556310412	x	x	x
CCNA_01189	-0.16032550872458745	5.033868183012952	-0.5287528570561401	4.32337427820458	4	-2	4.2808696900093866	n	699	complex	4	R_value_FLAG	x	4.605170185988092	4.467954489944471	5.122088625352499	4.2808696900093866	x	x
CCNA_01190	-0.23022169430390094	4.2650014746261835	-0.5701546409867497	3.0107813369011436	4	-1	3.6151547430306814	n	700	simple	4	R_value_FLAG	x	4.605170185988092	3.917085718939209	3.1595243775963304	3.6151547430306814	x	x
CCNA_01196	-1.0617098494367863	5.284187678484081	-0.9344358430577433	0.652859329625363	3	-1	3.1935702190033464	n	704	simple	3	x	x	4.605170185988092	3.956057678687436	3.1935702190033464	x	x	x
CCNA_01198	-0.8623502784669295	4.564547181163175	-0.7978636233906622	0.8037884347787417	3	-1	3.0696476854952532	y	706	simple	3	x	x	4.605170185988092	3.096216426595878	3.0696476854952532	x	x	x
CCNA_01199	-0.6016051140141068	4.9807581850192895	-0.9727659715805161	1.1521630458475325	3	-1	3.797255469983911	y	706	simple	3	x	x	4.605170185988092	4.276682553339615	3.797255469983911	x	x	x
CCNA_01205	x	x	x	x	0	0	1	y	711	simple	0	x	x	x	x	x	x	x	x
CCNA_01206	x	x	x	x	0	0	2	y	711	simple	0	x	x	x	x	x	x	x	x
CCNA_01207	x	x	x	x	2	0	3.4304841982872856	y	711	simple	2	x	x	4.605170185988092	3.4304841982872856	x	x	x	x
CCNA_01208	x	x	x	x	0	0	4	y	711	simple	0	x	x	x	x	x	x	x	x
CCNA_01209	x	x	x	x	3	0	4.620686574652304	y	711	simple	3	x	x	4.605170185988092	4.432515658945103	4.620686574652304	x	x	x
CCNA_01210	-0.1787277478183885	3.9371007069022843	-0.7349896896778108	3.878229256624866	5	-1	2.627830631299168	n	712	simple	5	x	x	4.605170185988092	3.431357179574331	2.9791223746619027	3.2932531778161738	2.627830631299168	x
CCNA_01217	-0.32543293680887375	4.3439828646561205	-0.9622260073009029	2.1299232565603203	5	-1	1.8187736594526995	y	715	simple	5	x	x	4.605170185988092	3.8392770964854153	3.3784925575082116	3.035615226719014	1.8187736594526995	x
CCNA_01218	-0.19731701760357667	4.668345161896428	-0.7134926064677816	3.512860618806459	3	-1	4.286337236459695	y	715	simple	3	x	x	4.605170185988092	4.346529501270573	4.286337236459695	x	x	x
CCNA_01219	-0.28599398516924096	5.268304151309729	-0.710158446055376	2.423642511746412	4	-2	4.004021959731124	y	715	simple	4	x	x	4.605170185988092	4.553049727976277	5.144015523233662	4.004021959731124	x	x
CCNA_01227	x	x	x	x	2	0	3.287827897886335	y	718	simple	2	x	x	4.605170185988092	3.287827897886335	x	x	x	x
CCNA_01228	x	x	x	x	0	0	2	y	718	simple	0	x	x	x	x	x	x	x	x
CCNA_01230	-0.4862903372629356	4.874890155817788	-0.9605316196229511	1.4253772436879881	3	-1	3.9249254544232386	y	720	complex	3	x	x	4.605170185988092	4.284675537192817	3.9249254544232386	x	x	x
CCNA_01231	-0.033888607946580634	4.953430965943246	-0.5475186252607942	20.453692923963374	6	-2	4.48146735763152	y	720	complex	6	R_value_FLAG	x	4.605170185988092	4.474438074417668	5.182172952369093	5.0777255220310815	4.464107386693014	4.48146735763152
CCNA_01234	x	x	x	x	0	0	1	n	722	simple	0	x	x	x	x	x	x	x	x
CCNA_01235	x	x	x	x	2	0	3.2672010348964102	n	723	simple	2	x	x	4.605170185988092	3.2672010348964102	x	x	x	x
CCNA_01243	x	x	x	x	3	0	4.02788088388126	n	727	complex	3	x	x	4.605170185988092	4.123631378853607	4.02788088388126	x	x	x
CCNA_01248	x	x	x	x	2	0	3.6218555906068213	y	730	simple	2	x	x	4.605170185988092	3.6218555906068213	x	x	x	x
CCNA_01249	-0.6208827569516049	4.9313334813901895	-0.9827287712771309	1.1163898059645634	3	-1	3.714270590700993	y	730	simple	3	x	x	4.605170185988092	4.218247355222694	3.714270590700993	x	x	x
CCNA_01250	x	x	x	x	3	0	4.974642865768856	y	730	simple	3	x	x	4.605170185988092	4.417592906783755	4.974642865768856	x	x	x
CCNA_01251	x	x	x	x	3	0	4.689898369542855	y	730	simple	3	x	x	4.605170185988092	4.5642603994118565	4.689898369542855	x	x	x
CCNA_01253	-1.830924365385007	5.2521097259546154	-0.9912008143522952	0.37857772481726204	3	-1	1.670662798723567	y	732	simple	3	x	x	4.605170185988092	3.199618600877587	1.670662798723567	x	x	x
CCNA_01254	-1.4675610895860154	5.640965713695692	-0.9909489046613603	0.4723123183618035	3	-1	2.6630975978587186	y	732	simple	3	x	x	4.605170185988092	4.330930218726536	2.6630975978587186	x	x	x
CCNA_01259	-0.27219573530902413	4.431008014305147	-0.8310095530713286	2.546502720819687	4	-1	3.3594847793913143	n	735	complex	4	x	x	4.605170185988092	3.7504271329583156	4.0107858110461665	3.3594847793913143	x	x
CCNA_01260	x	x	x	x	2	0	3.747725072978983	n	735.1	simple	2	x	x	4.605170185988092	3.747725072978983	x	x	x	x
CCNA_01261	-0.44933787891625987	4.588317708766444	-0.7299001141831309	1.5425968142986728	3	-1	3.8103444207897765	y	737	complex	3	x	x	4.605170185988092	3.775324684574893	3.8103444207897765	x	x	x
CCNA_01262	-0.22770751112967838	5.604773671336821	-0.8071024336244007	3.0440242270497664	6	-2	1.526954879479661	y	737	complex	6	x	x	4.605170185988092	4.216680393186727	4.582578286002235	5.569819468662667	4.907433669079555	1.526954879479661
CCNA_01263	x	x	x	x	4	0	4.164364609805404	y	737	complex	4	x	x	4.605170185988092	4.205411706422456	4.103230321118114	4.164364609805404	x	x
CCNA_03947	-0.3600297682316524	4.594170840488937	-0.989808264105721	1.9252496368965708	3	-1	3.9024467014786177	n	2399	simple	3	x	x	4.605170185988092	4.175899807385269	3.9024467014786177	x	x	x
CCNA_01269	x	x	x	x	0	0	1	y	743	complex	0	x	x	x	x	x	x	x	x
CCNA_01270	x	x	x	x	0	0	2	y	743	complex	0	x	x	x	x	x	x	x	x
CCNA_01271	x	x	x	x	1	0	4.605170185988092	n	744	simple	1	x	x	4.605170185988092	x	x	x	x	x
CCNA_01275	-1.1340629552748138	4.802280336833563	-0.9355887378431239	0.6112069681281294	3	-1	2.6844672485632586	y	746	complex	3	x	x	4.605170185988092	3.270801000887605	2.6844672485632586	x	x	x
CCNA_01276	-0.6975563148511772	4.874446465906461	-0.9635926544487401	0.9936791708463386	3	-1	3.5300424556315777	y	746	complex	3	x	x	4.605170185988092	4.014432086879279	3.5300424556315777	x	x	x
CCNA_01277	x	x	x	x	3	0	4.102974019543955	y	746	complex	3	x	x	4.605170185988092	4.385789393959655	4.102974019543955	x	x	x
CCNA_01281	-0.7936875294084151	4.928581933488072	-0.9101974994874757	0.8733250238624654	3	-1	3.4099757925855645	y	748	complex	3	x	x	4.605170185988092	3.857610803186276	3.4099757925855645	x	x	x
CCNA_01282	x	x	x	x	0	0	2	y	748	complex	0	x	x	x	x	x	x	x	x
CCNA_01283	x	x	x	x	0	0	3	y	748	complex	0	x	x	x	x	x	x	x	x
CCNA_01284	x	x	x	x	0	0	4	y	748	complex	0	x	x	x	x	x	x	x	x
CCNA_01286	x	x	x	x	0	0	1	n	751	simple	0	x	x	x	x	x	x	x	x
CCNA_01288	x	x	x	x	2	0	3.573364023032356	n	753	simple	2	x	x	4.605170185988092	3.573364023032356	x	x	x	x
CCNA_01290	x	x	x	x	0	0	1	y	755	simple	0	x	x	x	x	x	x	x	x
CCNA_01291	x	x	x	x	0	0	2	y	755	simple	0	x	x	x	x	x	x	x	x
CCNA_01292	x	x	x	x	0	0	3	y	755	simple	0	x	x	x	x	x	x	x	x
CCNA_01294	x	x	x	x	0	0	1	n	757	simple	0	x	x	x	x	x	x	x	x
CCNA_01298	-0.3418301233542887	5.4340807177762995	-0.8186270159087371	2.0277533581835185	5	-1	2.193983670039109	n	2327	complex	6	x	x	4.605170185988092	4.644750561564736	5.4939978354157395	4.908620760233225	2.193983670039109	0.5377957666969914
CCNA_01299	x	x	x	x	0	0	1	n	761	complex	0	x	x	x	x	x	x	x	x
CCNA_01300	x	x	x	x	2	0	3.64943988826417	y	762	complex	2	x	x	4.605170185988092	3.64943988826417	x	x	x	x
CCNA_01301	x	x	x	x	3	0	4.501989938507218	y	762	complex	3	x	x	4.605170185988092	4.521997392922648	4.501989938507218	x	x	x
CCNA_01302	x	x	x	x	3	0	3.208458831501693	y	762	complex	3	x	x	4.605170185988092	3.665556320468609	3.208458831501693	x	x	x
CCNA_01303	-0.05609645292581428	4.66893031189413	-0.705559199881827	12.356345979247738	4	-1	4.391137929169419	n	763	simple	4	x	Half_Life_Flag	4.605170185988092	4.575285869422754	4.690348313307064	4.391137929169419	x	x
CCNA_01304	-0.44550589570748916	4.323930316963668	-0.9191954070388184	1.5558653369989357	4	-1	2.6286566691412454	y	764	complex	5	x	x	4.605170185988092	3.4370559634481403	3.4652597044274698	2.6286566691412454	0.7091115346015722	x
CCNA_01305	-0.4283533274268331	4.397757716445948	-0.9289696620819753	1.6181669107691048	4	-1	2.775729149643624	y	764	complex	4	x	x	4.605170185988092	3.6103474570924505	3.5024827062178088	2.775729149643624	x	x
CCNA_01306	-0.46253884866683204	5.038494194797474	-0.9747870736075598	1.4985707309943626	5	-1	1.0945090796615693	y	764	complex	6	x	x	4.605170185988092	4.334576531760054	4.281864559596352	3.6760590096999755	1.0945090796615693	0.3632917227155496
CCNA_01307	-0.504735488137571	5.455247118483799	-0.946929176131264	1.3732879832119527	5	-1	1.0494373405401345	y	764	complex	5	x	x	4.605170185988092	4.663378348658313	4.812333880525595	4.150142691937997	1.0494373405401345	x
CCNA_01308	-0.4476083782257629	5.446698178669556	-0.9352192022729591	1.5485572082172656	5	-1	1.5304729665123975	y	764	complex	5	x	x	4.605170185988092	4.653495396016696	5.017239358447268	4.279289629032438	1.5304729665123975	x
CCNA_01309	-0.4736087647923283	5.904942892567181	-0.9327632441717849	1.4635438194727708	5	-2	1.8541647843983315	y	764	complex	6	x	x	4.605170185988092	4.673811486082307	5.280677952381689	4.584170835183798	1.8541647843983315	0.07985323144266492
CCNA_01310	-0.45970117807313876	6.123078768547306	-0.8915620971317981	1.507821196946476	5	-2	2.1174722640286707	y	764	complex	5	x	x	4.605170185988092	4.728582734476316	5.551362298543278	5.052764496560632	2.1174722640286707	x
CCNA_01311	-0.45733560656771416	6.0926572213335675	-0.895838638745857	1.5156204122438395	5	-2	2.1176290325089533	y	764	complex	5	x	x	4.605170185988092	4.670025947001818	5.396947463102858	5.075774536045327	2.1176290325089533	x
CCNA_01312	-0.44155836295628736	6.159971967974742	-0.8910612457728727	1.569774776587267	5	-2	2.3464542816491205	y	764	complex	6	x	x	4.605170185988092	4.6554559454004645	5.406621331370975	5.217300149289765	2.3464542816491205	-0.0898596178106401
CCNA_01313	-0.4772320323955696	6.4171824126723935	-0.8957795968640739	1.4524322206129854	5	-3	2.344102521462458	y	764	complex	6	x	x	4.605170185988092	4.67626746771003	5.275260361912565	5.310365520713639	2.344102521462458	0.2801124889218124
CCNA_01314	-0.44746557141817317	6.446406291833856	-0.8954036114186081	1.5490514239187656	5	-3	2.6377625757403593	y	764	complex	6	x	x	4.605170185988092	4.703026386112123	5.5119080213304015	5.399328513563331	2.6377625757403593	0.6540851199898632
CCNA_01315	-0.5010295191633719	6.604530928005792	-0.9110554281609757	1.3834457932087014	5	-3	2.377117801195996	y	764	complex	5	x	x	4.605170185988092	4.703244724855708	5.43863484168451	5.343207434852298	2.377117801195996	x
CCNA_01316	-0.6162603845356815	6.9041222778294316	-0.9462300240672696	1.1247634895145722	5	-3	1.790585443205382	y	764	complex	5	x	x	4.605170185988092	4.665639482877818	5.375052732823714	5.109091688929157	1.790585443205382	x
CCNA_01317	-0.6419435444278296	7.109856720552568	-0.95552229795874	1.0797634567347412	5	-3	1.817245037735	y	764	complex	5	x	x	4.605170185988092	4.81621565480255	5.476354485495565	5.156716278667925	1.817245037735	x
CCNA_01318	-0.6576272136163984	7.2182031740626	-0.9664349850410641	1.0540123130674852	5	-3	1.8424984762654377	y	764	complex	6	x	x	4.605170185988092	4.718101529628619	5.470365997978655	5.106110094785333	1.8424984762654377	0.08955531724866993
CCNA_01319	-0.6085748150867851	7.313026968299717	-0.9405867400892192	1.1389679023459094	5	-3	2.318154372297778	y	764	complex	6	x	x	4.605170185988092	4.741890417703326	5.584571232118414	5.51236935806955	2.318154372297778	0.34867857537855407
CCNA_01320	-0.5805306920550563	7.144206465891602	-0.9492501087410175	1.1939888623394415	5	-3	2.4089549417477025	y	764	complex	5	x	x	4.605170185988092	4.603675578272919	5.351942071036336	5.3573067473196865	2.4089549417477025	x
