 CCNA_01905 	7.35640593514	6.62298513995	6.78872909311	4.31519304999	x
 CCNA_03651 	33.116455397	36.2141462073	29.4053775876	5.02763841656	x
 CCNA_00869 	61.3245080452	50.3927741458	25.8136845987	5.49044638984	x
 CCNA_01051 	10.2611842081	6.68453381681	9.00806478856	5.61244321982	x
 CCNA_03171 	89.3000315161	84.6221302737	21.0479833073	5.89053247081	x
 CCNA_00659 	64.3498412432	76.5727631294	78.9315068335	6.02552214374	x
 CCNA_01596 	61.6255752627	61.6513997307	19.5333791735	6.46832619782	x
 CCNA_02537 	59.3576690958	57.9646679763	41.5017802692	6.85098353204	x
 CCNA_00185 	19.6409676869	13.6555715208	6.49387868102	6.90608359762	x
 CCNA_00777 	98.5795366228	103.940350622	27.5357017236	6.94864033403	x
 CCNA_00351 	45.0816812508	43.3351686907	7.72568379761	6.96277853891	x
 CCNA_00338 	62.5038842775	48.5194534527	19.4361509014	6.97943947327	x
 CCNA_02365 	15.1561631906	16.462127541	16.7304310921	7.01306694373	x
 CCNA_00580 	46.6168585074	55.5930567676	60.3378635598	7.02140770883	x
 CCNA_00669 	51.3061199933	61.9039179378	23.1369045377	7.10010630455	x
 CCNA_03577 	57.4731594395	58.4481918263	21.6113422809	7.27972826417	x
 CCNA_00021 	71.6450292563	70.4633640056	48.6226203705	7.40659214176	x
 CCNA_00638 	46.6562780897	50.0375188017	54.3909473326	7.54962660897	x
 CCNA_02454 	54.4054498717	58.4968082686	31.6841161094	7.56253492395	x
 CCNA_01546 	23.3505779563	22.8373484688	10.800067508	7.56699124915	x
 CCNA_02473 	10.8983492724	9.08743083892	10.5135526751	7.58027802862	x
 CCNA_01034 	27.8402461822	27.2004275806	13.9459924528	7.8733674935	x
 CCNA_01301 	65.5424503933	75.7028617126	42.2578741786	7.88425115324	x
 CCNA_03652 	37.5289193533	36.4710181189	45.0894604191	7.99192589209	x
 CCNA_01584 	54.6245638612	63.6889191142	46.1297297172	8.07121549826	x
 CCNA_01666 	32.3764687736	36.2167651544	20.796641877	8.08327108526	x
 CCNA_00013 	104.486781556	105.035347981	62.6124312268	8.09695644067	x
 CCNA_01029 	45.7414245448	58.3400078079	34.478779177	8.19164232697	x
 CCNA_03326 	147.82396305	89.3222184007	10.4600397424	8.22871260757	x
 CCNA_02693 	94.2804985636	84.0852354918	21.0003120768	8.31723871657	x
 CCNA_02567 	104.293884075	100.181544528	30.8652338826	8.3250373464	x
 CCNA_01444 	87.4354311304	78.9370846333	41.3274314149	8.34318906311	x
