CCNA_00040 	26.5840429862	7.6254512795	x	x	x	x	x
CCNA_00041 	187.471580828	197.928779337	159.48490757	66.2654264946	7.5916226294	3.9809408197	x
CCNA_00042 	129.157418027	61.408345727	36.7896975469	x	x	x	x
CCNA_00043 	132.707903861	129.045631452	110.94209025	53.2254388597	8.33054248	x	x
CCNA_00044 	128.11421496	44.632993938	x	6.6132287741	x	x	x
CCNA_00045 	307.636245856	185.249823438	180.335942204	95.2645056553	15.5950953056	x	x
CCNA_00046 	19.8949045478	9.2669895766	x	x	x	x	x
CCNA_00047 	34.9255266056	13.3596936566	x	x	x	x	x
CCNA_00048 	352.95174946	203.112676965	139.283292286	71.5126333097	9.9219769478	5.0303993788	x
CCNA_00049 	5.898182147	x	x	x	x	x	x
CCNA_00050 	18.6995316925	20.0080713573	17.8495338837	3.6062752977	x	x	x
CCNA_00051 	43.7692674446	39.4875610563	26.9981336308	5.1532380233	x	x	x
CCNA_00052 	83.2433467806	60.7719251556	66.2078044907	x	x	x	x
CCNA_00053 	42.6836039321	51.1850339328	28.457252154	x	x	x	x
CCNA_00054 	68.8518877098	23.3273551385	x	x	3.3356566037	x	x
CCNA_00055 	255.771456447	82.1686809482	46.5462046566	10.6253880434	x	x	x
CCNA_00056 	22.1288156315	24.7464679513	x	x	x	x	x
CCNA_00057 	30.4579442735	15.4688421433	x	x	x	x	x
CCNA_00058 	40.8033641639	7.007497543	x	x	x	x	x
CCNA_00059 	61.8592739507	60.3575938285	42.5899007531	19.4341050006	6.511741072	x	x
CCNA_00060 	59.0891375273	17.0733147954	x	x	x	x	x
CCNA_00061 	7.5143419414	4.656927915	x	x	x	x	x
CCNA_00062 	59.0027370099	32.1782563364	26.2806657788	6.3456095872	x	x	x
CCNA_03913 	105.902348479	x	x	x	x	x	x
CCNA_00063 	29.4074181866	18.284049369	x	x	5.7099325789	x	x
CCNA_00064 	3.1145106834	2.2129782087	x	x	x	x	x
CCNA_03914 	x	x	x	x	x	x	x
CCNA_00065 	55.6827280688	19.7586931086	10.2449427402	x	x	x	x
CCNA_00066 	28.4681080138	24.6863904524	21.5199476581	x	x	x	x
CCNA_00067 	33.0646478289	33.5418643229	53.6024039916	21.7579887447	x	x	x
CCNA_00068 	25.8140095067	23.5547272069	x	x	x	x	x
CCNA_00069 	26.0871916398	10.0894150643	x	x	x	x	x
CCNA_00070 	29.5784717496	9.8541542054	x	x	x	x	x
CCNA_00071 	11.5400185091	10.2632048936	x	x	x	x	x
CCNA_00072 	43.7533841735	11.0262203784	x	x	x	x	x
CCNA_00073 	35.7613849439	35.1399108395	14.2636142822	x	x	x	x
CCNA_00074 	26.3618281877	25.6677894368	27.6557141528	20.2916795443	13.5900655586	2.2361393695	x
CCNA_00075 	20.967869842	22.8528369707	24.2264430685	18.0678726088	8.7610644748	x	x
CCNA_00076 	17.6991093903	14.6764780836	x	x	x	x	x
CCNA_00077 	20.1718759008	15.801390859	11.8938784553	4.6322949987	x	x	x
CCNA_00078 	16.867648376	15.5801000758	16.1083667126	9.0654093461	3.0454880163	x	x
CCNA_00079 	16.0322195312	x	x	x	x	x	x
CCNA_00080 	19.3017474006	9.6550360163	x	x	8.4241608801	5.5667137213	x
CCNA_00081 	141.077660307	76.8821605047	78.012081575	38.1723332703	x	x	x
CCNA_00082 	69.7334936712	42.3956744115	11.1450311957	x	3.2934620104	x	x
CCNA_00083 	23.2683818508	10.7671799333	5.3022845688	x	x	x	x
CCNA_00084 	69.8678120801	48.0957379249	31.8575634034	9.0561712658	2.7109975592	x	x
CCNA_00085 	90.1174564073	83.1455868405	57.154950229	31.9687290383	16.3288514027	7.7916771803	x
CCNA_00086 	37.3687869813	34.0813458071	26.5938759528	7.8224801577	1.8744060681	0.7653549791	x
CCNA_00087 	16.4139772885	8.2940929509	44.6660955017	4.9079771176	8.9723659169	x	x
CCNA_00088 	25.4826709485	12.5766287111	x	x	x	x	x
CCNA_00089 	50.8582071652	37.7044215478	11.6988299477	2.0873372006	2.3230048087	x	x
CCNA_00090 	11.380795905	5.9493447591	x	x	x	x	x
CCNA_00091 	31.8503303697	40.6288779932	26.2569538999	29.8911609502	43.5513122864	28.2462839922	x
CCNA_00092 	17.5767300686	13.9713874954	10.6428681434	x	x	x	x
CCNA_00093 	44.9089658213	52.1603350421	x	x	x	x	x
CCNA_00094 	61.625080877	20.4897040755	x	x	x	x	x
CCNA_00095 	5.8423654601	3.2428715314	x	x	x	x	x
CCNA_00096 	15.1174195248	6.5961585423	x	x	x	x	x
CCNA_00097 	x	x	x	x	x	x	x
CCNA_00098 	12.2596314742	18.4041297097	x	x	x	x	x
CCNA_00099 	23.2909376369	19.4951136625	6.0137802273	x	x	x	x
CCNA_00100 	87.8303067011	19.2995878014	x	x	6.1685638321	x	x
CCNA_00101 	30.1193180392	12.2455221531	x	x	2.9653933353	x	x
CCNA_00102 	17.7764656376	x	x	x	x	x	x
CCNA_00103 	11.3132486085	7.7957788117	x	x	x	x	x
CCNA_00104 	27.387422095	11.0155534002	x	x	x	x	x
CCNA_00105 	21.5966230096	x	x	x	x	x	x
CCNA_00106 	27.6554026678	10.2785152975	x	x	5.4197916688	x	x
CCNA_00107 	65.2104526266	29.3981076149	x	x	x	x	x
CCNA_00108 	26.2577040437	21.5540995516	x	x	x	x	x
CCNA_00109 	43.8710253184	21.9788508544	16.5817512021	x	x	x	x
CCNA_00110 	17.1441012473	x	x	x	x	x	x
CCNA_00111 	44.735055617	21.9199263213	16.2358349781	10.294603221	x	x	x
CCNA_00112 	19.0103077256	19.2668075613	x	x	x	x	x
CCNA_00113 	6.6299172541	x	x	x	x	x	x
CCNA_00114 	x	x	x	x	x	x	x
CCNA_00115 	15.2791810387	11.5979317115	10.1686090796	5.621744991	4.5017133048	x	x
CCNA_00116 	43.5651074665	23.1164387268	x	x	8.3391415093	x	x
CCNA_00117 	18.8052867258	12.0420755185	5.7163954908	x	x	x	x
CCNA_00118 	14.9418471758	11.7455710615	7.0613827358	x	x	x	x
CCNA_00119 	24.8844811818	21.4305714947	21.8943110876	x	x	x	x
CCNA_00120 	9.517387008	9.6458019837	x	x	x	x	x
CCNA_00121 	16.1463094001	x	x	x	x	x	x
CCNA_00122 	21.2739491208	7.4781699858	x	x	x	x	x
CCNA_00123 	22.550196819	15.3200834867	17.4740982137	10.106722175	5.1983165798	x	x
CCNA_00124 	116.611999458	75.3502653725	44.4416355685	48.2677117662	19.9486670934	8.3845702763	x
CCNA_00125 	25.4050886158	10.9647485737	x	x	x	x	x
CCNA_00126 	41.4638608811	31.388715133	20.9839447222	17.4036528297	8.3481124963	x	x
CCNA_00127 	15.6432897611	x	x	x	x	x	x
CCNA_00128 	139.157150255	114.020517599	129.063241087	62.8841628707	8.1161123995	3.2115776523	x
CCNA_00129 	72.6772628277	76.5414492923	58.3376849958	x	x	x	x
CCNA_00130 	91.9355719104	64.4553372349	19.3615505985	2.0908418169	x	x	x
CCNA_00131 	34.9351078249	6.7273338911	x	x	x	x	x
CCNA_00132 	22.3983467034	7.2392840002	x	x	x	x	x
CCNA_00133 	33.8543563049	13.1423510292	x	x	x	x	x
CCNA_00134 	61.1377509779	25.2054967937	x	x	x	x	x
CCNA_00135 	35.9655103096	21.1301277222	x	x	x	x	x
CCNA_00136 	24.9865746901	18.8360540849	x	x	2.7102243464	x	x
CCNA_00137 	20.8159649435	8.9360256631	x	x	x	x	x
CCNA_00138 	49.2421073684	37.4811934602	21.8187074867	8.095573545	5.1760174497	3.5925129578	x
CCNA_00139 	17.4630452727	12.6135626637	x	x	2.0765456733	x	x
CCNA_00140 	39.8929008502	21.2100907686	12.383389834	3.9901432793	x	x	x
CCNA_00141 	25.7667870019	57.0573664972	x	14.4547536179	33.7981492296	21.1363185677	x
CCNA_00142 	28.2914572482	20.9343210282	x	x	x	x	x
CCNA_00143 	35.7160181159	27.5428776046	x	10.6882042215	98.8021816862	19.2608338783	x
CCNA_00144 	9.7765426268	8.6594894759	7.5353090926	x	3.9957881861	x	x
CCNA_00145 	17.0874553416	5.9419567717	x	6.5643328412	x	x	x
CCNA_00146 	20.0647234403	6.5108793706	x	x	x	x	x
CCNA_00147 	54.7596872514	x	x	x	x	x	x
CCNA_00148 	29.4384496613	11.7179301772	x	x	x	x	x
CCNA_00149 	16.2885676327	x	x	x	x	x	x
CCNA_00150 	32.217190538	18.0738741972	x	x	x	x	x
CCNA_00151 	39.7239455589	15.3841723741	11.7111512724	5.310902996	x	x	x
CCNA_00152 	28.3718559371	11.7673324006	x	x	x	x	x
CCNA_00153 	81.6316505104	52.7878630346	37.9521121638	7.2655202422	x	x	x
CCNA_00154 	10.3923952958	x	x	x	x	x	x
CCNA_00155 	116.813745573	62.517510991	9.0279762177	x	x	x	x
CCNA_00156 	8.4236910338	x	x	x	x	x	x
CCNA_00157 	35.3932146028	24.4867700445	30.972528652	17.6856073131	9.4852494988	x	x
CCNA_00158 	40.0263439521	11.6193724279	x	x	x	x	x
CCNA_00159 	83.5770327637	74.3075374763	40.0014426977	7.4712151823	8.2209918612	1.6472364181	x
CCNA_00160 	4.6196960744	3.8384194461	x	x	x	x	x
CCNA_00161 	859.404083157	497.403163027	312.546806055	166.035003568	54.2760668688	19.5572445624	x
CCNA_00162 	833.344259785	847.784771296	662.884137684	223.506332004	22.8241073107	11.2563517203	x
CCNA_00163 	319.650599772	333.558858791	379.980561888	113.975040877	20.3701227271	6.7371760297	x
CCNA_00164 	141.399086672	166.147743409	154.3132043	91.0611457864	19.2577325718	6.8073454949	x
CCNA_00165 	32.8851002913	6.1734878421	x	x	x	x	x
CCNA_03915 	147.406673963	x	x	x	x	x	x
CCNA_00166 	55.7488506711	17.3529028241	x	6.6539689773	5.3404009909	x	x
CCNA_00167 	114.788944982	31.4423445268	x	x	x	x	x
CCNA_00168 	317.908425743	265.888164818	147.725562526	31.9010616201	x	x	x
CCNA_00169 	4.0684758807	x	x	x	x	x	x
CCNA_00170 	4.7830650228	2.9390323817	4.0189055421	1.7060073787	1.4565134652	x	x
CCNA_00171 	9.3289156054	x	x	x	x	x	x
CCNA_00172 	5.3079509611	4.2384486177	x	x	x	x	x
CCNA_00173 	4.7885982011	4.3113316478	x	x	x	x	x
CCNA_00174 	3.8361544343	3.3288914623	x	x	x	x	x
CCNA_00175 	12.2704807056	x	x	x	x	x	x
CCNA_00176 	7.4893068874	x	x	x	x	x	x
CCNA_00177 	x	x	x	x	x	x	x
CCNA_00178 	4.7403908367	x	x	x	x	x	x
CCNA_00179 	3.9908834559	3.2644836656	x	x	x	x	x
CCNA_00180 	6.2576587899	5.8010785521	x	x	3.1817609078	x	x
CCNA_00181 	6.0748706101	x	x	x	x	x	x
CCNA_00182 	6.8192773209	5.3923903167	x	x	x	x	x
CCNA_00183 	13.7041522217	4.9989129681	x	x	x	x	x
CCNA_00184 	x	x	x	x	x	x	x
CCNA_00185 	8.8049239699	6.4761445686	x	1.4764537158	2.2106557589	x	x
CCNA_00186 	10.7703408828	9.8370388703	x	x	2.3513049702	x	x
CCNA_00187 	9.9451822544	5.6673746658	x	x	x	x	x
CCNA_00188 	30.8963103389	9.5024640172	x	x	x	x	x
CCNA_00189 	153.617176738	32.658424061	x	x	x	x	x
CCNA_00190 	63.1323940923	16.8766176204	x	x	x	x	x
CCNA_00191 	10.3571564499	6.6798468283	x	x	x	x	x
CCNA_00192 	8.2568883011	6.242500464	x	x	x	x	x
CCNA_00193 	79.9377694324	89.0540416036	97.4197585774	61.5907158673	6.6324926227	x	x
CCNA_00194 	69.6931632944	90.2442882765	42.1624425744	13.8258645972	38.3725887608	x	x
CCNA_00195 	110.323240689	118.787013006	65.6369507776	13.9801711218	x	x	x
CCNA_00196 	98.0691002143	43.0871009453	12.1937279894	2.9534204455	x	x	x
CCNA_00197 	396.254116823	373.804894831	219.562182707	56.5249811607	7.5651981341	x	x
CCNA_00198 	562.157610756	346.604291024	200.369623593	48.054862291	6.7505792414	x	x
CCNA_00199 	49.5723850263	29.1443848985	7.6814631691	x	x	x	x
CCNA_00200 	58.3042723229	32.1239906561	20.2612890858	6.2997990367	x	x	x
CCNA_00201 	77.7284673958	59.7846291133	61.1990576076	42.6532279715	22.1277595306	9.4092140851	x
CCNA_00202 	32.2166846437	9.6873608031	x	x	x	x	x
CCNA_00203 	19.4053847996	8.0870057966	x	x	x	x	x
CCNA_00204 	14.6376087382	14.2469431696	17.3169976224	x	2.4256389094	x	x
CCNA_00205 	18.6841566541	7.0362586212	x	x	x	x	x
CCNA_03916 	16.4021127809	x	x	x	x	x	x
CCNA_00206 	35.0521857643	18.7929493515	x	x	x	x	x
CCNA_00207 	30.4686587319	28.5222164884	19.6221161724	10.4687708868	x	x	x
CCNA_00208 	x	3.2149717799	x	x	4.6624262555	x	x
CCNA_00209 	23.1598510382	10.7857882555	x	x	x	x	x
CCNA_00210 	175.891897242	151.425561344	159.081103954	91.5389056169	27.6563687474	7.1958287854	x
CCNA_00211 	41.6608330732	20.2982435895	x	4.5165994753	x	x	x
CCNA_00212 	47.2959267989	43.586380956	29.7121185407	9.511187035	x	x	x
CCNA_00213 	24.6534924901	24.7629723206	x	x	x	x	x
CCNA_00214 	456.561065621	365.604839021	158.318475853	57.6069642964	6.7348390274	3.7605002691	x
CCNA_00215 	426.815647035	410.132422902	597.083767211	187.916208784	10.3174709781	x	x
CCNA_00216 	22.2508141314	x	x	x	x	x	x
CCNA_00217 	21.7176045309	13.6532962265	9.2446476469	2.0460901611	x	x	x
CCNA_00218 	50.9623787001	14.9177276353	x	x	x	x	x
CCNA_00220 	41.840805071	21.3975919889	25.4096494273	19.2256237575	11.2320059041	6.7114673894	x
CCNA_00221 	23.4140761974	x	x	x	x	x	x
CCNA_00222 	17.9192043981	11.8186666088	5.6587957169	2.9934893899	x	x	x
CCNA_00223 	11.2144796009	11.9075530418	x	x	x	x	x
CCNA_00224 	14.2327627077	10.7171527842	5.8467734488	2.515747175	x	x	x
CCNA_00225 	x	x	x	x	x	x	x
CCNA_00226 	x	x	x	x	x	x	x
CCNA_00227 	21.6081419764	16.4517782308	x	x	x	x	x
CCNA_00228 	29.4151288075	7.8602432141	x	x	x	x	x
CCNA_00229 	11.4859572634	3.2644836656	x	x	x	x	x
CCNA_00230 	29.5987246911	11.7868541167	x	x	2.646474966	x	x
CCNA_00231 	16.4203228982	x	x	x	x	x	x
CCNA_00232 	31.6785733798	x	x	x	x	x	x
CCNA_00233 	36.5700353843	15.2212903137	x	x	x	x	x
CCNA_00234 	20.7187771914	19.9704386212	14.3233512337	x	x	x	x
CCNA_00235 	16.7206513149	16.1045034442	x	x	x	x	x
CCNA_00236 	48.8285396732	22.3166715339	x	x	1.8591574719	x	x
CCNA_00237 	173.657882136	70.4312845567	17.5707146755	x	x	x	x
CCNA_00238 	55.8266726341	56.1061324154	26.8160161419	x	x	x	x
CCNA_00239 	22.3912470397	25.3803396771	x	x	x	x	x
CCNA_00240 	119.616250351	38.5034905632	x	x	x	x	x
CCNA_00241 	50.8142614868	17.9731130488	x	x	x	x	x
CCNA_03917 	83.8684532645	63.3300862761	x	x	x	x	x
CCNA_00243 	36.8035368979	17.6898456207	x	15.7364740265	14.1773333676	x	x
CCNA_00244 	x	x	x	x	x	x	x
CCNA_00245 	27.3740879302	11.7955745929	x	x	x	x	x
CCNA_00246 	12.0170417389	6.3650005447	x	x	x	x	x
CCNA_00247 	64.9356949443	34.2507047426	18.9571292356	6.8269417327	x	x	x
CCNA_00248 	26.8170681619	12.0451952272	x	x	x	x	x
CCNA_00249 	53.1887920998	14.723967458	x	x	x	x	x
CCNA_00250 	53.902225441	32.9784355497	7.1365365093	x	x	x	x
CCNA_00251 	22.5481733818	11.8453472964	x	x	x	x	x
CCNA_00252 	48.2016283955	31.6177145642	5.6221134916	1.9391160353	x	x	x
CCNA_00253 	117.725854145	67.8251373481	48.0344540082	24.225043604	5.9610523274	x	x
CCNA_00254 	15.7662666409	18.3177396118	x	x	x	x	x
CCNA_00255 	44.5360562593	40.7149738619	13.6769020494	x	x	x	x
CCNA_00256 	56.7064379759	9.8078362068	x	x	x	x	x
CCNA_00257 	417.093051404	321.773167976	292.477872232	179.031954169	24.3389447029	3.4055912286	x
CCNA_00259 	11.5505297852	5.7578398013	x	x	x	x	x
CCNA_00260 	8.4304326833	x	x	x	x	x	x
CCNA_00261 	111.30601303	58.6295856086	27.8404436305	14.5833424549	5.8753229076	4.6008621126	x
CCNA_00262 	14.1885551419	13.4133162802	8.9037380129	x	x	x	x
CCNA_00263 	29.6555256134	13.7237611378	20.2380699098	x	x	x	x
CCNA_00264 	69.687150209	44.0000924161	19.8284042707	7.4382394902	2.4695270078	x	x
CCNA_00265 	42.6113536696	20.5402992912	8.8640569796	4.4613475932	x	x	x
CCNA_00266 	4.2885603692	5.2284099973	x	x	3.7736772663	x	x
CCNA_00267 	48.3106781338	25.100890951	18.3169098776	6.814281071	x	x	x
CCNA_00268 	44.522290717	20.6778938647	5.3574562046	2.04164602	x	x	x
CCNA_00269 	99.7067008812	112.521918305	138.761915312	63.6827247857	22.6831773598	x	x
CCNA_00270 	28.8990604164	31.0302186966	40.2389797132	x	x	x	x
CCNA_00271 	160.923794193	157.635595876	340.188398583	137.839581937	91.0093335532	61.1170358208	x
CCNA_00272 	22.0286587368	12.5098139981	11.203375297	3.8755478258	x	x	x
CCNA_00273 	151.765295885	39.123901337	x	8.4435582463	x	x	x
CCNA_00274 	14.5354525655	x	x	x	x	x	x
CCNA_00275 	x	x	x	x	x	x	x
CCNA_00276 	6.2347520399	17.0691701834	x	14.3206763335	13.8065655634	13.9997379955	x
CCNA_00277 	49.6923729088	18.6488654771	x	x	x	x	x
CCNA_00278 	19.1161413088	18.3913608871	x	x	x	x	x
CCNA_00279 	x	x	x	x	x	x	x
CCNA_00280 	26.9876894202	20.8621595762	x	x	6.8593844939	x	x
CCNA_00281 	29.1283195041	10.0558385299	x	x	x	x	x
CCNA_00282 	42.9776398146	25.4820060483	28.5305802639	21.7843630331	x	x	x
CCNA_00283 	65.0425719453	65.2294810048	78.7239526184	39.36122598	x	x	x
CCNA_00284 	54.8887360038	58.4863280569	19.3809606743	6.7273003894	16.8789240174	6.568491267	x
CCNA_00285 	122.036538717	35.1605504278	9.6838379473	x	x	x	x
CCNA_00286 	45.9548806002	26.9016975433	x	x	x	x	x
CCNA_00287 	45.6466206246	35.2685041174	9.8279234775	x	x	x	x
CCNA_00288 	86.5381167995	55.2631560529	46.9248212864	30.7768114177	15.7321504458	5.806155058	x
CCNA_00289 	148.328358438	63.1891962065	61.987249611	26.1564491956	x	x	x
CCNA_00290 	176.356511416	137.928479858	93.0638270568	26.7842394227	8.2896639916	4.1744901299	x
CCNA_00291 	28.7773549733	14.8467266961	x	x	x	x	x
CCNA_00292 	24.0823763371	13.4319460124	x	x	x	x	x
CCNA_00293 	29.0280303745	28.6304940699	26.7395409889	3.3394076708	x	x	x
CCNA_00294 	23.2992510784	27.2179438423	28.4556551367	7.6913562806	x	x	x
CCNA_00295 	29.2506775617	26.0098949117	38.5959029516	14.0071078677	x	x	x
CCNA_00296 	26.7160755247	23.384290378	29.8445063521	19.5022040311	x	x	x
CCNA_00297 	6.9142223406	3.8426656784	x	x	6.0885279546	x	x
CCNA_00298 	3.5568262423	x	x	x	x	x	x
CCNA_00299 	44.1525101313	20.2243686707	x	x	3.8304785751	x	x
CCNA_00300 	12.4624525682	x	x	x	x	x	x
CCNA_00301 	10.8652211414	2.8861630243	x	x	x	x	x
CCNA_00302 	19.6750123943	15.8575107018	x	3.1235758596	x	x	x
CCNA_00303 	16.2877381281	16.1258268517	9.8689138237	4.664684704	x	x	x
CCNA_00304 	19.9341415764	20.4527808134	10.0926694193	3.1529281778	x	x	x
CCNA_00305 	37.7381358316	23.210023882	20.1486813616	x	x	x	x
CCNA_00306 	23.7351967559	22.45665196	15.8983547531	x	x	x	x
CCNA_00307 	23.4289201528	11.9599671133	x	x	x	x	x
CCNA_00308 	18.2487226194	5.2082715496	x	x	x	x	x
CCNA_00309 	198.363994239	155.227599364	168.610048536	93.7611476665	28.3834545273	x	x
CCNA_00310 	30.4261286052	26.749399462	15.7473865014	5.168535665	x	x	x
CCNA_00311 	41.6342365747	21.2440207545	6.066582967	x	x	x	x
CCNA_00312 	53.3146201334	24.6371407957	20.9106840674	x	x	x	x
CCNA_00313 	21.1231193652	16.5772688648	15.6215085477	7.8678273053	1.7581537009	x	x
CCNA_00314 	22.4218159051	19.5147734673	33.0385512648	6.8337334016	x	x	x
CCNA_00315 	32.7703931614	32.3813111128	26.8111408825	4.7789204968	x	x	x
CCNA_00316 	31.2121055973	43.4484829666	10.1419312709	10.3977265654	26.775326141	16.7786684734	x
CCNA_00317 	55.2897089129	24.3870911697	x	x	x	x	x
CCNA_00318 	74.7884393735	32.4449703089	x	x	x	x	x
CCNA_00319 	15.1194454454	17.6834219038	x	x	x	x	x
CCNA_00320 	1355.85751292	1119.95454202	585.912300404	63.4737880919	17.5928823226	14.8658586846	x
CCNA_00321 	1129.68576192	568.338229902	228.248274845	33.1542698965	16.0223551628	12.3043568805	x
CCNA_00322 	226.770048134	18.9563220803	x	x	x	x	x
CCNA_00323 	81.9305471866	38.8186176212	27.0361964179	8.2241298365	x	x	x
CCNA_00324 	1092.87744202	656.550185203	459.740818605	91.3289781579	11.6576730024	x	x
CCNA_00326 	53.7489513879	19.9909480007	10.6934670777	5.1346506286	4.7078866371	3.0432696455	x
CCNA_00327 	12.3164233219	4.9745687105	x	x	x	x	x
CCNA_00328 	19.2642878704	8.7351843139	x	x	x	x	x
CCNA_00329 	11.7644736093	9.4285794192	x	x	x	x	x
CCNA_00330 	5.2328989756	x	x	x	x	x	x
CCNA_00331 	5.1281272904	x	x	x	x	x	x
CCNA_00332 	4.2199324956	x	x	x	x	x	x
CCNA_00333 	13.8141982061	10.8476835434	x	x	14.8931033545	6.1001043785	x
CCNA_00334 	x	x	x	x	x	x	x
CCNA_00335 	x	x	x	x	x	x	x
CCNA_00336 	x	2.1130597479	x	x	6.5648818598	5.0031499376	x
CCNA_00337 	30.6456252682	6.6375097709	x	x	x	x	x
CCNA_00338 	47.7848326306	41.899637438	30.8482723082	15.6777633294	3.8733138983	x	x
CCNA_00339 	11.0585105385	8.8878509091	7.4336740346	4.2492921343	2.6740331034	x	x
CCNA_00340 	330.364519027	164.322003504	88.9726256705	30.5332844961	x	x	x
CCNA_00341 	318.421275885	335.598073826	204.64093603	60.0535857538	7.6184283744	x	x
CCNA_00342 	149.875063645	149.736330236	125.618972222	52.2907784291	3.8701235328	2.034807584	x
CCNA_00343 	171.44675137	175.741350972	233.564506578	159.985004625	17.5790655318	4.634505282	x
CCNA_00344 	24.3167022747	21.5988130875	x	12.2477579856	x	x	x
CCNA_00345 	10.584786262	4.1578638421	x	x	x	x	x
CCNA_00346 	181.861708456	117.653573583	81.7444555187	46.7603437901	9.0575955774	x	x
CCNA_00347 	20.1267990832	19.3491652541	x	x	x	x	x
CCNA_00348 	41.984290286	24.5767005498	6.2794690297	x	x	x	x
CCNA_00349 	13.225379249	10.4363471234	x	x	x	x	x
CCNA_00350 	40.9207267814	11.1052453521	x	x	x	x	x
CCNA_00351 	13.7447182203	8.2840620115	x	x	x	x	x
CCNA_00352 	238.863357593	129.087830426	96.6367261086	39.572479361	5.4811141914	x	x
CCNA_00353 	19.542196228	13.4421232107	x	x	x	x	x
CCNA_00354 	277.115068289	27.4657916972	x	x	x	x	x
CCNA_00355 	35.7815674892	12.5059190218	x	x	x	x	x
CCNA_00356 	26.618163206	15.6067101944	15.4468200416	x	x	x	x
CCNA_00357 	18.3038216609	13.8465220169	x	x	x	x	x
CCNA_00358 	14.055810039	6.3380872231	x	x	x	x	x
CCNA_00359 	35.9246683232	23.5093730908	12.8589191999	13.0037225323	9.135190319	5.5578023551	x
CCNA_00360 	14.753800694	8.8038880108	x	x	x	x	x
CCNA_00361 	14.2161668175	8.5737632733	x	x	x	x	x
CCNA_00362 	41.9304674008	8.1948636347	x	x	x	x	x
CCNA_00363 	8.1857264448	x	x	x	x	x	x
CCNA_00364 	95.8044254107	88.1263521691	132.145145127	79.536183786	21.2965168095	x	x
CCNA_00365 	159.456355785	85.1454979354	10.3603018581	3.6717844196	3.1806280193	x	x
CCNA_00366 	46.7471791578	16.3042105205	x	x	x	x	x
CCNA_00367 	54.156074827	46.8631985779	26.8144105339	5.5284188891	x	x	x
CCNA_00368 	55.9660975576	61.3291439362	59.0662903354	16.8564742712	x	x	x
CCNA_00369 	29.3882569769	15.1352203459	x	x	x	x	x
CCNA_03918 	32.1922064283	x	x	x	x	x	x
